representation,split_file,scheme,holdout_group,budget,seed,n_train_used,C_selected,inner_cv_folds_used,cv_selection_cells,n_dims_selected,seconds,pooled_macro_f1,pooled_macro_f1_all_test_classes,dataset,n_datasets_in_run,n_test,n_classes_learnable,n_classes_test_only,macro_f1,macro_f1_all_test_classes,accuracy
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,STAD_GSE134520,13,1308,6,0,0.6839366961255114,0.6839366961255114,0.7752293577981652
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,BRCA_GSE161529,13,6000,10,0,0.711792895213762,0.711792895213762,0.7033333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,BRCA_GSE176078,13,6000,9,0,0.7268647760661143,0.7268647760661143,0.7188333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7041016382107534,0.7041016382107534,0.552423900789177
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,CRC_GSE108989,13,2184,3,0,0.8184041892120804,0.8184041892120804,0.8191391941391941
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,CRC_GSE146771_10X,13,6000,7,0,0.7935052815781262,0.7935052815781262,0.836
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,HNSC_GSE103322,13,1176,8,0,0.6724411859500902,0.6724411859500902,0.7704081632653061
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,LIHC_GSE140228_10X,13,5999,9,0,0.7798699853662718,0.7798699853662718,0.7879646607767962
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,LIHC_GSE98638,13,960,3,0,0.8453847897282682,0.8453847897282682,0.8427083333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,NSCLC_GSE127465,13,6000,12,0,0.7861189653853632,0.7861189653853632,0.805
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,NSCLC_GSE131907,13,6007,10,0,0.7313648086688905,0.7313648086688905,0.697020143166306
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,PAAD_GSE111672,13,453,7,0,0.6105807704846208,0.6105807704846208,0.8211920529801324
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,PAAD_GSE154778,13,2989,6,0,0.5143213089068935,0.5143213089068935,0.6932084309133489
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,4,140,0.1,5,140,768,5.17,0.7606376828906422,0.7606376828906422,STAD_GSE134520,13,1308,6,0,0.5636817063134432,0.5636817063134432,0.5986238532110092
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,BRCA_GSE161529,13,6000,10,0,0.762351326989277,0.762351326989277,0.762
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,BRCA_GSE176078,13,6000,9,0,0.7347628468701957,0.7347628468701957,0.7225
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.8589012753611838,0.8589012753611838,0.7790304396843292
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,CRC_GSE108989,13,2184,3,0,0.7959079261926866,0.7959079261926866,0.8076923076923077
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,CRC_GSE146771_10X,13,6000,7,0,0.9163585807326228,0.9163585807326228,0.9196666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,HNSC_GSE103322,13,1176,8,0,0.8214434932930039,0.8214434932930039,0.8877551020408163
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,LIHC_GSE140228_10X,13,5999,9,0,0.7878138024473379,0.7878138024473379,0.8094682447074513
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,LIHC_GSE98638,13,960,3,0,0.7665557062449643,0.7665557062449643,0.753125
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,NSCLC_GSE127465,13,6000,12,0,0.8207868737127696,0.8207868737127696,0.8071666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,NSCLC_GSE131907,13,6007,10,0,0.7700583218311015,0.7700583218311015,0.7456300982187448
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,PAAD_GSE111672,13,453,7,0,0.7320966542768417,0.7320966542768417,0.7880794701986755
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,PAAD_GSE154778,13,2989,6,0,0.6677789337693264,0.6677789337693264,0.8437604550016728
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,6.74,0.7991734628170553,0.7991734628170553,STAD_GSE134520,13,1308,6,0,0.7711072028766356,0.7711072028766356,0.7981651376146789
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,BRCA_GSE161529,13,6000,10,0,0.7286584214891589,0.7286584214891589,0.7393333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,BRCA_GSE176078,13,6000,9,0,0.730645603732894,0.730645603732894,0.6975
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.8157379536121729,0.8157379536121729,0.7125140924464487
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,CRC_GSE108989,13,2184,3,0,0.7980011885297414,0.7980011885297414,0.809981684981685
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,CRC_GSE146771_10X,13,6000,7,0,0.9054643555232614,0.9054643555232614,0.9155
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,HNSC_GSE103322,13,1176,8,0,0.5586693063590258,0.5586693063590258,0.6904761904761905
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,LIHC_GSE140228_10X,13,5999,9,0,0.7830601914102601,0.7830601914102601,0.7809634939156526
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,LIHC_GSE98638,13,960,3,0,0.7789250816911938,0.7789250816911938,0.7770833333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,NSCLC_GSE127465,13,6000,12,0,0.8378919563007695,0.8378919563007695,0.8545
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,NSCLC_GSE131907,13,6007,10,0,0.7314327774426663,0.7314327774426663,0.7073414349925088
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,PAAD_GSE111672,13,453,7,0,0.7170419438319484,0.7170419438319484,0.8741721854304636
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,PAAD_GSE154778,13,2989,6,0,0.6006219538839733,0.6006219538839733,0.8491134158581466
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,6.62,0.7805171997042893,0.7805171997042893,STAD_GSE134520,13,1308,6,0,0.5926313952566072,0.5926313952566072,0.6674311926605505
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,BRCA_GSE161529,13,6000,10,0,0.7555113402962222,0.7555113402962222,0.7471666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,BRCA_GSE176078,13,6000,9,0,0.7980159339853468,0.7980159339853468,0.782
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7835229488005506,0.7835229488005506,0.6459977452085682
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,CRC_GSE108989,13,2184,3,0,0.7613744359980492,0.7613744359980492,0.7724358974358975
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,CRC_GSE146771_10X,13,6000,7,0,0.9118774635643908,0.9118774635643908,0.9191666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,HNSC_GSE103322,13,1176,8,0,0.6962352522725127,0.6962352522725127,0.8384353741496599
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,LIHC_GSE140228_10X,13,5999,9,0,0.8004856807181886,0.8004856807181886,0.7917986331055176
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,LIHC_GSE98638,13,960,3,0,0.7716120817866079,0.7716120817866079,0.76875
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,NSCLC_GSE127465,13,6000,12,0,0.8025791783482271,0.8025791783482271,0.7896666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,NSCLC_GSE131907,13,6007,10,0,0.7085564080292525,0.7085564080292525,0.6770434493091393
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,PAAD_GSE111672,13,453,7,0,0.67465045075102,0.67465045075102,0.7064017660044151
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,PAAD_GSE154778,13,2989,6,0,0.6352533976834832,0.6352533976834832,0.7818668450986952
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,2,350,1.0,5,350,768,6.91,0.788145564701244,0.788145564701244,STAD_GSE134520,13,1308,6,0,0.7226975966033243,0.7226975966033243,0.7477064220183486
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,BRCA_GSE161529,13,6000,10,0,0.7500924900872856,0.7500924900872856,0.7398333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,BRCA_GSE176078,13,6000,9,0,0.774371429207138,0.774371429207138,0.7576666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7848531480145962,0.7848531480145962,0.6629086809470124
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,CRC_GSE108989,13,2184,3,0,0.7517082170349174,0.7517082170349174,0.7504578754578755
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,CRC_GSE146771_10X,13,6000,7,0,0.8800468719446278,0.8800468719446278,0.8776666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,HNSC_GSE103322,13,1176,8,0,0.5943929519925664,0.5943929519925664,0.6420068027210885
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,LIHC_GSE140228_10X,13,5999,9,0,0.7900468254906767,0.7900468254906767,0.7984664110685115
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,LIHC_GSE98638,13,960,3,0,0.7888445471606601,0.7888445471606601,0.78125
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,NSCLC_GSE127465,13,6000,12,0,0.7713119164747297,0.7713119164747297,0.794
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,NSCLC_GSE131907,13,6007,10,0,0.7211528260386975,0.7211528260386975,0.6950224737805893
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,PAAD_GSE111672,13,453,7,0,0.6084474032991866,0.6084474032991866,0.8454746136865342
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,PAAD_GSE154778,13,2989,6,0,0.6003626929943146,0.6003626929943146,0.8250250920040147
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,3,350,10.0,5,350,768,6.37,0.7699330477496942,0.7699330477496942,STAD_GSE134520,13,1308,6,0,0.5683705544393314,0.5683705544393314,0.6047400611620795
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,BRCA_GSE161529,13,6000,10,0,0.7763529802185467,0.7763529802185467,0.7665
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,BRCA_GSE176078,13,6000,9,0,0.7039189799932252,0.7039189799932252,0.6791666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7314126912712098,0.7314126912712098,0.5851183765501691
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,CRC_GSE108989,13,2184,3,0,0.7714244017476471,0.7714244017476471,0.7738095238095238
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,CRC_GSE146771_10X,13,6000,7,0,0.9175417498514952,0.9175417498514952,0.9096666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,HNSC_GSE103322,13,1176,8,0,0.6795926333312912,0.6795926333312912,0.75
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,LIHC_GSE140228_10X,13,5999,9,0,0.7884360780544623,0.7884360780544623,0.7884647441240207
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,LIHC_GSE98638,13,960,3,0,0.7266576801768901,0.7266576801768901,0.7052083333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,NSCLC_GSE127465,13,6000,12,0,0.8072432100000154,0.8072432100000154,0.8096666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,NSCLC_GSE131907,13,6007,10,0,0.7523788012161907,0.7523788012161907,0.722157482936574
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,PAAD_GSE111672,13,453,7,0,0.7280237440968028,0.7280237440968028,0.8278145695364238
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,PAAD_GSE154778,13,2989,6,0,0.6083328210749176,0.6083328210749176,0.8303780528604885
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,6.13,0.7835217247159687,0.7835217247159687,STAD_GSE134520,13,1308,6,0,0.695587396845997,0.695587396845997,0.7392966360856269
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,BRCA_GSE161529,13,6000,10,0,0.8051572816986518,0.8051572816986518,0.7925
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,BRCA_GSE176078,13,6000,9,0,0.7831967558242554,0.7831967558242554,0.7548333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7811894816693173,0.7811894816693173,0.6403607666290868
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,CRC_GSE108989,13,2184,3,0,0.8228734351381041,0.8228734351381041,0.8328754578754579
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,CRC_GSE146771_10X,13,6000,7,0,0.9100254962203064,0.9100254962203064,0.9138333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,HNSC_GSE103322,13,1176,8,0,0.7692402765786134,0.7692402765786134,0.8018707482993197
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,LIHC_GSE140228_10X,13,5999,9,0,0.8305518464682293,0.8305518464682293,0.8379729954992499
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,LIHC_GSE98638,13,960,3,0,0.7594114141984889,0.7594114141984889,0.7541666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,NSCLC_GSE127465,13,6000,12,0,0.8592239128165319,0.8592239128165319,0.892
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,NSCLC_GSE131907,13,6007,10,0,0.7515535898704219,0.7515535898704219,0.7254869319127685
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,PAAD_GSE111672,13,453,7,0,0.7411451047809402,0.7411451047809402,0.8410596026490066
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,PAAD_GSE154778,13,2989,6,0,0.6451226515780876,0.6451226515780876,0.8200066912010706
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,9.12,0.8162737080210895,0.8162737080210895,STAD_GSE134520,13,1308,6,0,0.7711256681246303,0.7711256681246303,0.7614678899082569
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,BRCA_GSE161529,13,6000,10,0,0.7712498033474696,0.7712498033474696,0.765
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,BRCA_GSE176078,13,6000,9,0,0.7817529105302314,0.7817529105302314,0.7608333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.8213658886355317,0.8213658886355317,0.7091319052987599
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,CRC_GSE108989,13,2184,3,0,0.7926326888685251,0.7926326888685251,0.8063186813186813
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,CRC_GSE146771_10X,13,6000,7,0,0.9221187007436852,0.9221187007436852,0.9235
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,HNSC_GSE103322,13,1176,8,0,0.7456717176384436,0.7456717176384436,0.8801020408163265
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,LIHC_GSE140228_10X,13,5999,9,0,0.8321022294657229,0.8321022294657229,0.8336389398233038
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,LIHC_GSE98638,13,960,3,0,0.7718822053603249,0.7718822053603249,0.7666666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,NSCLC_GSE127465,13,6000,12,0,0.8508060951156401,0.8508060951156401,0.8766666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,NSCLC_GSE131907,13,6007,10,0,0.7372985575735304,0.7372985575735304,0.7046778758115532
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,PAAD_GSE111672,13,453,7,0,0.6479945956033184,0.6479945956033184,0.8123620309050773
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,PAAD_GSE154778,13,2989,6,0,0.5798087885115094,0.5798087885115094,0.7574439611910337
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,8.93,0.808313816129263,0.808313816129263,STAD_GSE134520,13,1308,6,0,0.7437679722141121,0.7437679722141121,0.7492354740061162
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,BRCA_GSE161529,13,6000,10,0,0.7523554493110423,0.7523554493110423,0.7478333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,BRCA_GSE176078,13,6000,9,0,0.7867073211987642,0.7867073211987642,0.7805
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.8233106297555244,0.8233106297555244,0.7384441939120632
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,CRC_GSE108989,13,2184,3,0,0.6825573434942228,0.6825573434942228,0.6831501831501832
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,CRC_GSE146771_10X,13,6000,7,0,0.8093232851713302,0.8093232851713302,0.8678333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,HNSC_GSE103322,13,1176,8,0,0.7389797843847712,0.7389797843847712,0.8027210884353742
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,LIHC_GSE140228_10X,13,5999,9,0,0.7407525245444482,0.7407525245444482,0.7474579096516086
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,LIHC_GSE98638,13,960,3,0,0.739549876646651,0.739549876646651,0.7416666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,NSCLC_GSE127465,13,6000,12,0,0.7635660329966454,0.7635660329966454,0.8051666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,NSCLC_GSE131907,13,6007,10,0,0.7486688576811869,0.7486688576811869,0.7278175461961045
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,PAAD_GSE111672,13,453,7,0,0.6712846472617187,0.6712846472617187,0.8675496688741722
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,PAAD_GSE154778,13,2989,6,0,0.637977138420419,0.637977138420419,0.8109735697557712
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,50,2,700,100.0,5,700,768,8.77,0.7865058708126568,0.7865058708126568,STAD_GSE134520,13,1308,6,0,0.7351932641318601,0.7351932641318601,0.7912844036697247
