representation,split_file,scheme,holdout_group,budget,seed,n_train_used,C_selected,inner_cv_folds_used,cv_selection_cells,n_dims_selected,seconds,pooled_macro_f1,pooled_macro_f1_all_test_classes,dataset,n_datasets_in_run,n_test,n_classes_learnable,n_classes_test_only,macro_f1,macro_f1_all_test_classes,accuracy
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,0,70,100.0,5,70,768,4.15,0.729656575122956,0.729656575122956,PAAD_GSE111672,13,453,7,0,0.7220133411654143,0.7220133411654143,0.869757174392936
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,0,70,100.0,5,70,768,4.15,0.729656575122956,0.729656575122956,PAAD_GSE154778,13,2989,6,0,0.5534394090388336,0.5534394090388336,0.8634994981599197
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,0,70,100.0,5,70,768,4.15,0.729656575122956,0.729656575122956,STAD_GSE134520,13,1308,6,0,0.5832794114796308,0.5832794114796308,0.691131498470948
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,BRCA_GSE161529,13,6000,10,0,0.6008039049335945,0.6008039049335945,0.588
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,BRCA_GSE176078,13,6000,9,0,0.7060199090136499,0.7060199090136499,0.6721666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7652428861956353,0.7652428861956353,0.6178128523111612
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,CRC_GSE108989,13,2184,3,0,0.4601516586386169,0.4601516586386169,0.5755494505494505
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,CRC_GSE146771_10X,13,6000,7,0,0.5891083860792158,0.5891083860792158,0.5745
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,HNSC_GSE103322,13,1176,8,0,0.3531254252182146,0.3531254252182146,0.5017006802721088
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,LIHC_GSE140228_10X,13,5999,9,0,0.7528073805938266,0.7528073805938266,0.7347891315219203
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,LIHC_GSE98638,13,960,3,0,0.5029337183260222,0.5029337183260222,0.628125
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,NSCLC_GSE127465,13,6000,12,0,0.803162268720434,0.803162268720434,0.7798333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,NSCLC_GSE131907,13,6007,10,0,0.6919065599752806,0.6919065599752806,0.6537373064757782
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,PAAD_GSE111672,13,453,7,0,0.5514426776822275,0.5514426776822275,0.22075055187637968
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,PAAD_GSE154778,13,2989,6,0,0.6053093313282811,0.6053093313282811,0.5607226497156239
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,1,70,10.0,5,70,768,4.15,0.6857227798618589,0.6857227798618589,STAD_GSE134520,13,1308,6,0,0.6451604653064058,0.6451604653064058,0.7377675840978594
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,BRCA_GSE161529,13,6000,10,0,0.7176737507974588,0.7176737507974588,0.7118333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,BRCA_GSE176078,13,6000,9,0,0.7091186030995869,0.7091186030995869,0.686
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7958106236614289,0.7958106236614289,0.649379932356257
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,CRC_GSE108989,13,2184,3,0,0.6525535407717515,0.6525535407717515,0.6602564102564102
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,CRC_GSE146771_10X,13,6000,7,0,0.7478170442518225,0.7478170442518225,0.7393333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,HNSC_GSE103322,13,1176,8,0,0.38984365833491175,0.38984365833491175,0.29591836734693877
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,LIHC_GSE140228_10X,13,5999,9,0,0.780058800439436,0.780058800439436,0.7932988831471912
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,LIHC_GSE98638,13,960,3,0,0.6880300377565646,0.6880300377565646,0.7125
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,NSCLC_GSE127465,13,6000,12,0,0.7335611403852695,0.7335611403852695,0.79
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,NSCLC_GSE131907,13,6007,10,0,0.686208391750564,0.686208391750564,0.6362576993507575
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,PAAD_GSE111672,13,453,7,0,0.6288841004951403,0.6288841004951403,0.7328918322295805
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,PAAD_GSE154778,13,2989,6,0,0.5616251655455892,0.5616251655455892,0.6808297089327534
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,2,70,100.0,5,70,768,4.39,0.6949978325794486,0.6949978325794486,STAD_GSE134520,13,1308,6,0,0.4323264123424099,0.4323264123424099,0.5466360856269113
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,BRCA_GSE161529,13,6000,10,0,0.6141912736079129,0.6141912736079129,0.6201666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,BRCA_GSE176078,13,6000,9,0,0.6507024152839267,0.6507024152839267,0.6301666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.6105539481059925,0.6105539481059925,0.4983089064261556
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,CRC_GSE108989,13,2184,3,0,0.504214120329394,0.504214120329394,0.5709706959706959
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,CRC_GSE146771_10X,13,6000,7,0,0.5021379645845013,0.5021379645845013,0.5251666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,HNSC_GSE103322,13,1176,8,0,0.09523561100915948,0.09523561100915948,0.18962585034013604
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,LIHC_GSE140228_10X,13,5999,9,0,0.6985914418932615,0.6985914418932615,0.6817802967161194
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,LIHC_GSE98638,13,960,3,0,0.5849803116536162,0.5849803116536162,0.6479166666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,NSCLC_GSE127465,13,6000,12,0,0.6390505706576223,0.6390505706576223,0.6631666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,NSCLC_GSE131907,13,6007,10,0,0.6182631875748784,0.6182631875748784,0.5996337606126186
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,PAAD_GSE111672,13,453,7,0,0.6388156398135832,0.6388156398135832,0.7328918322295805
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,PAAD_GSE154778,13,2989,6,0,0.5527422253493338,0.5527422253493338,0.6748076279692204
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,3,70,100.0,5,70,768,4.29,0.6306465427300297,0.6306465427300297,STAD_GSE134520,13,1308,6,0,0.525974334867497,0.525974334867497,0.45642201834862384
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,BRCA_GSE161529,13,6000,10,0,0.6211952694341741,0.6211952694341741,0.634
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,BRCA_GSE176078,13,6000,9,0,0.6360849802789711,0.6360849802789711,0.6253333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7514766679766762,0.7514766679766762,0.6009019165727171
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,CRC_GSE108989,13,2184,3,0,0.6976021793644472,0.6976021793644472,0.7152014652014652
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,CRC_GSE146771_10X,13,6000,7,0,0.5627452216231168,0.5627452216231168,0.6016666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,HNSC_GSE103322,13,1176,8,0,0.3385388616896853,0.3385388616896853,0.23469387755102042
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,LIHC_GSE140228_10X,13,5999,9,0,0.688359512877666,0.688359512877666,0.6607767961326888
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,LIHC_GSE98638,13,960,3,0,0.662298867957502,0.662298867957502,0.675
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,NSCLC_GSE127465,13,6000,12,0,0.7175496169805743,0.7175496169805743,0.7515
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,NSCLC_GSE131907,13,6007,10,0,0.7366008341541986,0.7366008341541986,0.710171466622274
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,PAAD_GSE111672,13,453,7,0,0.5946798930839942,0.5946798930839942,0.8344370860927153
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,PAAD_GSE154778,13,2989,6,0,0.45589798661045555,0.45589798661045555,0.7453997992639679
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,5,4,70,1.0,5,70,768,4.3,0.6855660960724687,0.6855660960724687,STAD_GSE134520,13,1308,6,0,0.6458495075397451,0.6458495075397451,0.6200305810397554
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,BRCA_GSE161529,13,6000,10,0,0.711868531595635,0.711868531595635,0.7133333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,BRCA_GSE176078,13,6000,9,0,0.6885426339441789,0.6885426339441789,0.6666666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7152960057320168,0.7152960057320168,0.6020293122886133
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,CRC_GSE108989,13,2184,3,0,0.26712316941209907,0.26712316941209907,0.2925824175824176
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,CRC_GSE146771_10X,13,6000,7,0,0.8005584635361114,0.8005584635361114,0.7425
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,HNSC_GSE103322,13,1176,8,0,0.45068661437790164,0.45068661437790164,0.5654761904761905
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,LIHC_GSE140228_10X,13,5999,9,0,0.7251889373158287,0.7251889373158287,0.7371228538089681
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,LIHC_GSE98638,13,960,3,0,0.2165755750185555,0.2165755750185555,0.25
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,NSCLC_GSE127465,13,6000,12,0,0.7373908809711867,0.7373908809711867,0.8176666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,NSCLC_GSE131907,13,6007,10,0,0.7315848839307626,0.7315848839307626,0.7148326951889462
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,PAAD_GSE111672,13,453,7,0,0.7012053416564694,0.7012053416564694,0.8520971302428256
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,PAAD_GSE154778,13,2989,6,0,0.5486818016255167,0.5486818016255167,0.7999330879892941
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,0,140,10.0,5,140,768,5.0,0.7114138733587971,0.7114138733587971,STAD_GSE134520,13,1308,6,0,0.5198261888016705,0.5198261888016705,0.6659021406727829
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,BRCA_GSE161529,13,6000,10,0,0.7627091976374138,0.7627091976374138,0.7476666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,BRCA_GSE176078,13,6000,9,0,0.7798304208486534,0.7798304208486534,0.7453333333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7359614673005233,0.7359614673005233,0.5828635851183765
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,CRC_GSE108989,13,2184,3,0,0.7972282973427086,0.7972282973427086,0.8044871794871795
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,CRC_GSE146771_10X,13,6000,7,0,0.8973188362637874,0.8973188362637874,0.9068333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,HNSC_GSE103322,13,1176,8,0,0.5368237783428513,0.5368237783428513,0.6777210884353742
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,LIHC_GSE140228_10X,13,5999,9,0,0.7962709068110558,0.7962709068110558,0.8013002167027838
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,LIHC_GSE98638,13,960,3,0,0.7160354645487109,0.7160354645487109,0.7364583333333333
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,NSCLC_GSE127465,13,6000,12,0,0.6951692396580128,0.6951692396580128,0.6716666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,NSCLC_GSE131907,13,6007,10,0,0.6905955777387645,0.6905955777387645,0.6578991176960213
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,PAAD_GSE111672,13,453,7,0,0.7150021105639167,0.7150021105639167,0.5916114790286976
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,PAAD_GSE154778,13,2989,6,0,0.624111314536738,0.624111314536738,0.8414185346269656
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,1,140,100.0,5,140,768,4.82,0.7592431797695106,0.7592431797695106,STAD_GSE134520,13,1308,6,0,0.6992792944906604,0.6992792944906604,0.7591743119266054
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,BRCA_GSE161529,13,6000,10,0,0.718594820194039,0.718594820194039,0.7146666666666667
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,BRCA_GSE176078,13,6000,9,0,0.7032298792237172,0.7032298792237172,0.6816666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.7713525671597058,0.7713525671597058,0.644870349492672
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,CRC_GSE108989,13,2184,3,0,0.827520084207224,0.827520084207224,0.8434065934065934
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,CRC_GSE146771_10X,13,6000,7,0,0.8923086939269511,0.8923086939269511,0.8938333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,HNSC_GSE103322,13,1176,8,0,0.6596147048373564,0.6596147048373564,0.6496598639455783
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,LIHC_GSE140228_10X,13,5999,9,0,0.7501406201985686,0.7501406201985686,0.7236206034339057
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,LIHC_GSE98638,13,960,3,0,0.821580328524687,0.821580328524687,0.80625
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,NSCLC_GSE127465,13,6000,12,0,0.7757912847308904,0.7757912847308904,0.7886666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,NSCLC_GSE131907,13,6007,10,0,0.7158090088536184,0.7158090088536184,0.6837023472615282
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,PAAD_GSE111672,13,453,7,0,0.6083313838355855,0.6083313838355855,0.8322295805739515
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,PAAD_GSE154778,13,2989,6,0,0.5411344639066162,0.5411344639066162,0.8263633322181332
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,2,140,1.0,5,140,768,4.69,0.7539137135762211,0.7539137135762211,STAD_GSE134520,13,1308,6,0,0.6219700576082291,0.6219700576082291,0.6001529051987767
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,BRCA_GSE161529,13,6000,10,0,0.7423980741076626,0.7423980741076626,0.741
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,BRCA_GSE176078,13,6000,9,0,0.7140154956897309,0.7140154956897309,0.6846666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,CHOL_GSE125449_aPD1aPDL1aCTLA4,13,887,8,0,0.6957245181926037,0.6957245181926037,0.5591882750845547
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,CRC_GSE108989,13,2184,3,0,0.4675519736326206,0.4675519736326206,0.5210622710622711
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,CRC_GSE146771_10X,13,6000,7,0,0.6559700384350963,0.6559700384350963,0.6488333333333334
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,HNSC_GSE103322,13,1176,8,0,0.5844655912163391,0.5844655912163391,0.5399659863945578
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,LIHC_GSE140228_10X,13,5999,9,0,0.7450328902221321,0.7450328902221321,0.7409568261376897
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,LIHC_GSE98638,13,960,3,0,0.4828147841866086,0.4828147841866086,0.490625
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,NSCLC_GSE127465,13,6000,12,0,0.7755368390980911,0.7755368390980911,0.7786666666666666
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,NSCLC_GSE131907,13,6007,10,0,0.7179201065946315,0.7179201065946315,0.692192442150824
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,PAAD_GSE111672,13,453,7,0,0.6977746279234586,0.6977746279234586,0.7902869757174393
geneformer,S1_within_dataset__seed2.parquet,S1_within_dataset,,10,3,140,1.0,5,140,768,4.56,0.7130888269730156,0.7130888269730156,PAAD_GSE154778,13,2989,6,0,0.6173530919919773,0.6173530919919773,0.7902308464369354
