representation,split_file,scheme,budget,seed,dataset,cell_type,f1,n_test_cells_class,class_prevalence,n_test_cells_dataset
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,B,0.9266123054114158,664,0.11066666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,CD4_T,0.7974217311233885,1261,0.21016666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,CD8_T,0.25792811839323465,247,0.041166666666666664,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,DC,0.611764705882353,225,0.0375,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Endothelial,0.9696969696969697,84,0.014,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Fibroblast,0.9454545454545454,143,0.023833333333333335,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Malignant,0.835626357711803,799,0.13316666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Mast,0.9361702127659575,123,0.0205,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Mono_Macro,0.9217791411042945,1261,0.21016666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,NK,0.6915422885572139,296,0.04933333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Neutrophil,0.9548762736535662,669,0.1115,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE127465,Plasma,0.9684684684684685,228,0.038,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,B,0.6083262531860663,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,CD4_T,0.42095914742451157,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,CD8_T,0.20540540540540542,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,DC,0.6576402321083172,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Endothelial,0.9788182831661093,454,0.07557849175961379,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Epithelial,0.9171974522292994,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Fibroblast,0.9675810473815462,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Mast,0.949748743718593,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Mono_Macro,0.5063025210084033,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,NSCLC_GSE131907,Plasma,0.7134020618556701,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,CD8_T,0.21052631578947367,17,0.037527593818984545,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Endothelial,0.9866666666666667,38,0.08388520971302428,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Fibroblast,1.0,8,0.017660044150110375,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Malignant,0.8719723183391004,298,0.6578366445916115,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Mast,0.36363636363636365,36,0.07947019867549669,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Mono_Macro,0.9367088607594937,42,0.09271523178807947,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE111672,Neutrophil,0.6666666666666666,14,0.03090507726269316,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,CD8_T,0.6349206349206349,84,0.02810304449648712,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,Epithelial,0.0718562874251497,214,0.07159585145533623,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,Fibroblast,0.9415971394517283,443,0.1482101037136166,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,Malignant,0.9168356997971603,1904,0.6370023419203747,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,Mono_Macro,0.84,315,0.1053864168618267,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,PAAD_GSE154778,Plasma,0.4782608695652174,29,0.009702241552358649,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,CD8_T,0.8980392156862745,275,0.21024464831804282,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,DC,0.2857142857142857,72,0.05504587155963303,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,Fibroblast,0.9471830985915493,299,0.22859327217125383,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,Malignant,0.1853035143769968,176,0.1345565749235474,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,Mast,0.631578947368421,77,0.058868501529051986,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,3,STAD_GSE134520,Plasma,0.974937343358396,409,0.31269113149847094,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,B,0.7290803645401823,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,CD4_T,0.6246672582076309,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,CD8_T,0.2052505966587112,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Endothelial,0.9804919423240034,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Epithelial,0.8205904617713853,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Fibroblast,0.9660876757650951,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Malignant,0.7559572719802794,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Mono_Macro,0.8910200523103748,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,NK,0.3914510686164229,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE161529,Plasma,0.8736,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,B,0.8087774294670846,623,0.10383333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,CD4_T,0.5214408233276158,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,CD8_T,0.5007173601147776,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,DC,0.20717131474103587,265,0.04416666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,Endothelial,0.9868073878627969,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,Fibroblast,0.9705882352941176,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,Malignant,0.9078014184397163,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,Mono_Macro,0.5863095238095238,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,BRCA_GSE176078,Plasma,0.9702048417132216,540,0.09,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,B,0.34418604651162793,50,0.05636978579481398,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,CD4_T,0.32558139534883723,163,0.18376550169109357,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,CD8_T,0.5161290322580645,251,0.2829763246899662,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,Endothelial,0.9833333333333333,60,0.06764374295377677,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,Fibroblast,0.975,79,0.08906426155580609,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,Malignant,0.6779661016949152,155,0.17474633596392333,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,Mono_Macro,0.44660194174757284,80,0.09019165727170236,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CHOL_GSE125449_aPD1aPDL1aCTLA4,Plasma,0.9702970297029703,49,0.0552423900789177,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE108989,CD4_T,0.5898912348048625,1049,0.4803113553113553,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE108989,CD8_T,0.8451704545454546,791,0.36217948717948717,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE108989,Treg,0.4806312769010043,344,0.1575091575091575,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,B,0.9534632034632035,962,0.16033333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,CD4_T,0.8134601316752011,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,CD8_T,0.7969671440606572,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,Mast,0.9081632653061225,89,0.014833333333333334,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,Mono_Macro,0.98,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,NK,0.10638297872340426,267,0.0445,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,CRC_GSE146771_10X,Plasma,0.9720616570327553,1016,0.16933333333333334,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,CD4_T,0.0449438202247191,84,0.07142857142857142,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,CD8_T,0.011049723756906077,179,0.1522108843537415,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Endothelial,0.8631578947368421,54,0.04591836734693878,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Fibroblast,0.9913941480206541,291,0.24744897959183673,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Malignant,0.978978978978979,497,0.4226190476190476,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Mast,1.0,25,0.021258503401360544,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Mono_Macro,0.9032258064516129,17,0.01445578231292517,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,HNSC_GSE103322,Plasma,0.9056603773584906,29,0.02465986394557823,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,B,0.7796610169491526,676,0.11268544757459577,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,CD4_T,0.5094594594594595,1013,0.1688614769128188,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,CD8_T,0.7578849721706865,1013,0.1688614769128188,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,DC,0.7515047291487532,454,0.07567927987998,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,Mast,0.5714285714285714,83,0.013835639273212201,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,Mono_Macro,0.8369195922989807,1013,0.1688614769128188,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,NK,0.851129363449692,1013,0.1688614769128188,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,Plasma,0.9594272076372315,215,0.03583930655109185,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE140228_10X,Treg,0.7502088554720133,519,0.08651441906984497,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE98638,CD4_T,0.5495118549511855,493,0.5135416666666667,960
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE98638,CD8_T,0.8018720748829953,329,0.34270833333333334,960
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,LIHC_GSE98638,Treg,0.48128342245989303,138,0.14375,960
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,B,0.8427762039660056,664,0.11066666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,CD4_T,0.8056951423785594,1261,0.21016666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,CD8_T,0.4646924829157175,247,0.041166666666666664,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,DC,0.5056,225,0.0375,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Endothelial,0.9375,84,0.014,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Fibroblast,0.950354609929078,143,0.023833333333333335,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Malignant,0.8551136363636364,799,0.13316666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Mast,0.9017857142857143,123,0.0205,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Mono_Macro,0.8746281342966425,1261,0.21016666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,NK,0.7656477438136827,296,0.04933333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Neutrophil,0.9390681003584229,669,0.1115,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE127465,Plasma,0.9606986899563319,228,0.038,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,B,0.6713286713286714,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,CD4_T,0.3277591973244147,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,CD8_T,0.4337121212121212,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,DC,0.567741935483871,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Endothelial,0.9776286353467561,454,0.07557849175961379,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Epithelial,0.7652329749103942,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Fibroblast,0.9597370583401807,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Mast,0.9442131557035803,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Mono_Macro,0.4940530649588289,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,NSCLC_GSE131907,Plasma,0.7606177606177607,617,0.10271350091559847,6007
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,CD8_T,0.6153846153846154,17,0.037527593818984545,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Endothelial,0.9866666666666667,38,0.08388520971302428,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Fibroblast,0.9411764705882353,8,0.017660044150110375,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Malignant,0.9151414309484193,298,0.6578366445916115,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Mast,0.36363636363636365,36,0.07947019867549669,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Mono_Macro,0.95,42,0.09271523178807947,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE111672,Neutrophil,0.6956521739130435,14,0.03090507726269316,453
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,CD8_T,0.35294117647058826,84,0.02810304449648712,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,Epithelial,0.1968503937007874,214,0.07159585145533623,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,Fibroblast,0.9288214702450408,443,0.1482101037136166,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,Malignant,0.8869936034115139,1904,0.6370023419203747,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,Mono_Macro,0.9676375404530745,315,0.1053864168618267,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,PAAD_GSE154778,Plasma,0.4489795918367347,29,0.009702241552358649,2989
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,CD8_T,0.6602870813397129,275,0.21024464831804282,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,DC,0.2222222222222222,72,0.05504587155963303,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,Fibroblast,0.9636048526863085,299,0.22859327217125383,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,Malignant,0.14965986394557823,176,0.1345565749235474,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,Mast,0.6194690265486725,77,0.058868501529051986,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,10,4,STAD_GSE134520,Plasma,0.9592875318066157,409,0.31269113149847094,1308
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,B,0.8927973199329984,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,CD4_T,0.69921875,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,CD8_T,0.8085470085470086,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Endothelial,0.994142259414226,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Epithelial,0.9588138385502472,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Fibroblast,0.9933444259567388,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Malignant,0.9410788381742738,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Mono_Macro,0.9553264604810997,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,NK,0.8092056421677802,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE161529,Plasma,0.92542101042502,600,0.1,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,B,0.9181669394435352,623,0.10383333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,CD4_T,0.7292370020256583,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,CD8_T,0.7020038784744667,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,DC,0.683982683982684,265,0.04416666666666667,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,Endothelial,0.9902407286922577,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,Fibroblast,0.991508817766166,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,Malignant,0.964116452268111,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,Mono_Macro,0.8427212874908558,762,0.127,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,BRCA_GSE176078,Plasma,0.9796672828096118,540,0.09,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,B,0.8888888888888888,50,0.05636978579481398,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,CD4_T,0.853185595567867,163,0.18376550169109357,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,CD8_T,0.8091954022988506,251,0.2829763246899662,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,Endothelial,0.9917355371900827,60,0.06764374295377677,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,Fibroblast,0.9936305732484076,79,0.08906426155580609,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,Malignant,0.9562289562289562,155,0.17474633596392333,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,Mono_Macro,0.6324786324786325,80,0.09019165727170236,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CHOL_GSE125449_aPD1aPDL1aCTLA4,Plasma,0.9514563106796117,49,0.0552423900789177,887
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE108989,CD4_T,0.9062034739454095,1049,0.4803113553113553,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE108989,CD8_T,0.9411764705882353,791,0.36217948717948717,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE108989,Treg,0.8726790450928382,344,0.1575091575091575,2184
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,B,0.9927007299270073,962,0.16033333333333333,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,CD4_T,0.9513292433537832,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,CD8_T,0.8985386221294364,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,Mast,0.9723756906077348,89,0.014833333333333334,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,Mono_Macro,0.9959083469721768,1222,0.20366666666666666,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,NK,0.7876712328767124,267,0.0445,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,CRC_GSE146771_10X,Plasma,0.9980314960629921,1016,0.16933333333333334,6000
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,CD4_T,0.6666666666666666,84,0.07142857142857142,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,CD8_T,0.8579387186629527,179,0.1522108843537415,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Endothelial,0.9814814814814815,54,0.04591836734693878,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Fibroblast,0.9948186528497409,291,0.24744897959183673,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Malignant,0.994994994994995,497,0.4226190476190476,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Mast,0.9361702127659575,25,0.021258503401360544,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Mono_Macro,0.85,17,0.01445578231292517,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,HNSC_GSE103322,Plasma,0.8620689655172413,29,0.02465986394557823,1176
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,LIHC_GSE140228_10X,B,0.9831748354059985,676,0.11268544757459577,5999
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,all,0,LIHC_GSE140228_10X,CD4_T,0.906265664160401,1013,0.1688614769128188,5999
