representation,split_file,scheme,holdout_group,budget,seed,n_train_used,C_selected,inner_cv_folds_used,cv_selection_cells,n_dims_selected,seconds,pooled_macro_f1,pooled_macro_f1_all_test_classes,dataset,n_test,n_classes_learnable,n_classes_test_only,macro_f1,macro_f1_all_test_classes,accuracy
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.77,0.7063429449399169,0.7063429449399169,NSCLC_GSE131907,6007,10,0,0.6923197125360978,0.6923197125360978,0.6607291493257866
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.77,0.7063429449399169,0.7063429449399169,PAAD_GSE111672,453,7,0,0.7194538845511093,0.7194538845511093,0.7748344370860927
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.77,0.7063429449399169,0.7063429449399169,PAAD_GSE154778,2989,6,0,0.647245105193315,0.647245105193315,0.8353964536634326
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,3,140,0.01,5,140,768,3.77,0.7063429449399169,0.7063429449399169,STAD_GSE134520,1308,6,0,0.6537927341826538,0.6537927341826538,0.7370030581039755
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,BRCA_GSE161529,6000,10,0,0.7330957905498969,0.7330957905498969,0.7231666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,BRCA_GSE176078,6000,9,0,0.7196055217858481,0.7196055217858481,0.711
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.650880555431546,0.650880555431546,0.5219842164599775
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,CRC_GSE108989,2184,3,0,0.6567773854239204,0.6567773854239204,0.6575091575091575
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,CRC_GSE146771_10X,6000,7,0,0.8230380354162279,0.8230380354162279,0.8838333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,HNSC_GSE103322,1176,8,0,0.6365645079239516,0.6365645079239516,0.7329931972789115
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,LIHC_GSE140228_10X,5999,9,0,0.7580222134284428,0.7580222134284428,0.7649608268044674
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,LIHC_GSE98638,960,3,0,0.6372916673525881,0.6372916673525881,0.64375
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,NSCLC_GSE127465,6000,12,0,0.8194878280952418,0.8194878280952418,0.8273333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,NSCLC_GSE131907,6007,10,0,0.6833376274257668,0.6833376274257668,0.6585650074912602
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,PAAD_GSE111672,453,7,0,0.7714721732442611,0.7714721732442611,0.8587196467991169
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,PAAD_GSE154778,2989,6,0,0.6254794426504101,0.6254794426504101,0.8159919705587153
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,10,4,140,100.0,5,140,768,3.44,0.7537112676188882,0.7537112676188882,STAD_GSE134520,1308,6,0,0.5959783166091729,0.5959783166091729,0.6529051987767585
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,BRCA_GSE161529,6000,10,0,0.75030715906869,0.75030715906869,0.743
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,BRCA_GSE176078,6000,9,0,0.733098091225881,0.733098091225881,0.709
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7451162307805028,0.7451162307805028,0.6324689966178129
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,CRC_GSE108989,2184,3,0,0.8583044272955581,0.8583044272955581,0.8626373626373627
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,CRC_GSE146771_10X,6000,7,0,0.8964046396660909,0.8964046396660909,0.8945
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,HNSC_GSE103322,1176,8,0,0.6873204675029296,0.6873204675029296,0.7321428571428571
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,LIHC_GSE140228_10X,5999,9,0,0.7617846577507998,0.7617846577507998,0.7737956326054343
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,LIHC_GSE98638,960,3,0,0.824049927815023,0.824049927815023,0.815625
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,NSCLC_GSE127465,6000,12,0,0.8414804305110519,0.8414804305110519,0.8576666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,NSCLC_GSE131907,6007,10,0,0.7206027320902089,0.7206027320902089,0.6903612452139171
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,PAAD_GSE111672,453,7,0,0.7975772127032632,0.7975772127032632,0.8741721854304636
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,PAAD_GSE154778,2989,6,0,0.5946389818459855,0.5946389818459855,0.8307126129140181
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,0,350,0.1,5,350,768,5.22,0.7925891207304085,0.7925891207304085,STAD_GSE134520,1308,6,0,0.7202307177610643,0.7202307177610643,0.7262996941896025
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,BRCA_GSE161529,6000,10,0,0.7023386597362843,0.7023386597362843,0.7241666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,BRCA_GSE176078,6000,9,0,0.7149696905856209,0.7149696905856209,0.6893333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7749443253935262,0.7749443253935262,0.6662908680947013
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,CRC_GSE108989,2184,3,0,0.762566245144861,0.762566245144861,0.7673992673992674
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,CRC_GSE146771_10X,6000,7,0,0.8768678606301383,0.8768678606301383,0.891
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,HNSC_GSE103322,1176,8,0,0.625689693676741,0.625689693676741,0.7780612244897959
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,LIHC_GSE140228_10X,5999,9,0,0.7865862659095578,0.7865862659095578,0.7952992165360894
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,LIHC_GSE98638,960,3,0,0.7551338275546846,0.7551338275546846,0.7510416666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,NSCLC_GSE127465,6000,12,0,0.818064769767772,0.818064769767772,0.8203333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,NSCLC_GSE131907,6007,10,0,0.7182654548870133,0.7182654548870133,0.6900283003162977
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,PAAD_GSE111672,453,7,0,0.7488552786068313,0.7488552786068313,0.8830022075055187
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,PAAD_GSE154778,2989,6,0,0.6468395570524984,0.6468395570524984,0.827367012378722
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,1,350,0.01,5,350,768,5.3,0.7723246825075069,0.7723246825075069,STAD_GSE134520,1308,6,0,0.5903044987118806,0.5903044987118806,0.6414373088685015
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,BRCA_GSE161529,6000,10,0,0.7545391048149731,0.7545391048149731,0.7688333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,BRCA_GSE176078,6000,9,0,0.7455741402344295,0.7455741402344295,0.7256666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7332039374759324,0.7332039374759324,0.5817361894024803
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,CRC_GSE108989,2184,3,0,0.7737487507556646,0.7737487507556646,0.7866300366300366
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,CRC_GSE146771_10X,6000,7,0,0.9218615106255268,0.9218615106255268,0.9343333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,HNSC_GSE103322,1176,8,0,0.6780684427979673,0.6780684427979673,0.8384353741496599
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,LIHC_GSE140228_10X,5999,9,0,0.8308231989078002,0.8308231989078002,0.8458076346057676
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,LIHC_GSE98638,960,3,0,0.7597322483501916,0.7597322483501916,0.753125
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,NSCLC_GSE127465,6000,12,0,0.8472123414567961,0.8472123414567961,0.8495
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,NSCLC_GSE131907,6007,10,0,0.7517226868085258,0.7517226868085258,0.7186615615115698
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,PAAD_GSE111672,453,7,0,0.6876329654297831,0.6876329654297831,0.5518763796909493
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,PAAD_GSE154778,2989,6,0,0.6231329457537064,0.6231329457537064,0.7979257276681164
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,2,350,0.01,5,350,768,5.03,0.7955625516085959,0.7955625516085959,STAD_GSE134520,1308,6,0,0.6414305960922445,0.6414305960922445,0.7010703363914373
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,BRCA_GSE161529,6000,10,0,0.7483427326583987,0.7483427326583987,0.7438333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,BRCA_GSE176078,6000,9,0,0.7546383124323894,0.7546383124323894,0.732
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7180346164875744,0.7180346164875744,0.5862457722660653
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,CRC_GSE108989,2184,3,0,0.8052662309264321,0.8052662309264321,0.8058608058608059
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,CRC_GSE146771_10X,6000,7,0,0.9144588106159766,0.9144588106159766,0.9126666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,HNSC_GSE103322,1176,8,0,0.6496988323584652,0.6496988323584652,0.6607142857142857
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,LIHC_GSE140228_10X,5999,9,0,0.8262646129540775,0.8262646129540775,0.8459743290548425
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,LIHC_GSE98638,960,3,0,0.7682677708764665,0.7682677708764665,0.7645833333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,NSCLC_GSE127465,6000,12,0,0.8473007159254337,0.8473007159254337,0.869
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,NSCLC_GSE131907,6007,10,0,0.7121352961072834,0.7121352961072834,0.6886965207258199
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,PAAD_GSE111672,453,7,0,0.7532309575852313,0.7532309575852313,0.8388520971302428
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,PAAD_GSE154778,2989,6,0,0.6035080851872333,0.6035080851872333,0.833389093342255
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,3,350,0.01,5,350,768,4.9,0.797219175186561,0.797219175186561,STAD_GSE134520,1308,6,0,0.602221291352919,0.602221291352919,0.6100917431192661
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,BRCA_GSE161529,6000,10,0,0.7679535613794755,0.7679535613794755,0.7676666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,BRCA_GSE176078,6000,9,0,0.7181343458931817,0.7181343458931817,0.6943333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7294481521691718,0.7294481521691718,0.5896279594137542
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,CRC_GSE108989,2184,3,0,0.8599049623609534,0.8599049623609534,0.8685897435897436
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,CRC_GSE146771_10X,6000,7,0,0.914756685741852,0.914756685741852,0.9113333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,HNSC_GSE103322,1176,8,0,0.6330322554236534,0.6330322554236534,0.6215986394557823
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,LIHC_GSE140228_10X,5999,9,0,0.8059567312919083,0.8059567312919083,0.8154692448741457
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,LIHC_GSE98638,960,3,0,0.8165283453399614,0.8165283453399614,0.8072916666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,NSCLC_GSE127465,6000,12,0,0.8074143586976446,0.8074143586976446,0.8026666666666666
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,NSCLC_GSE131907,6007,10,0,0.7463640328738044,0.7463640328738044,0.7188280339603795
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,PAAD_GSE111672,453,7,0,0.7953769552909229,0.7953769552909229,0.7108167770419426
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,PAAD_GSE154778,2989,6,0,0.6757051060022435,0.6757051060022435,0.8474406155904985
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,25,4,350,0.01,5,350,768,4.17,0.7885592610534351,0.7885592610534351,STAD_GSE134520,1308,6,0,0.7188672023295717,0.7188672023295717,0.7652905198776758
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,BRCA_GSE161529,6000,10,0,0.8055843972716372,0.8055843972716372,0.7915
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,BRCA_GSE176078,6000,9,0,0.74188782966289,0.74188782966289,0.7208333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7381092521945244,0.7381092521945244,0.616685456595265
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,CRC_GSE108989,2184,3,0,0.8157706785644067,0.8157706785644067,0.8191391941391941
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,CRC_GSE146771_10X,6000,7,0,0.8971981473429812,0.8971981473429812,0.8973333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,HNSC_GSE103322,1176,8,0,0.7534697623247024,0.7534697623247024,0.8035714285714286
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,LIHC_GSE140228_10X,5999,9,0,0.8319107506747517,0.8319107506747517,0.8418069678279714
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,LIHC_GSE98638,960,3,0,0.7917830732313199,0.7917830732313199,0.7791666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,NSCLC_GSE127465,6000,12,0,0.8529638548418084,0.8529638548418084,0.87
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,NSCLC_GSE131907,6007,10,0,0.7535690704021807,0.7535690704021807,0.7229898451806226
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,PAAD_GSE111672,453,7,0,0.828962025509931,0.828962025509931,0.9028697571743929
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,PAAD_GSE154778,2989,6,0,0.6817125739506741,0.6817125739506741,0.8089662094345935
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,0,700,0.01,5,700,768,5.42,0.8059959486930163,0.8059959486930163,STAD_GSE134520,1308,6,0,0.732734390030419,0.732734390030419,0.7469418960244648
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,BRCA_GSE161529,6000,10,0,0.7817422493164059,0.7817422493164059,0.7666666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,BRCA_GSE176078,6000,9,0,0.7695211348148643,0.7695211348148643,0.7515
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.8005134225625993,0.8005134225625993,0.677564825253664
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,CRC_GSE108989,2184,3,0,0.7853433762522202,0.7853433762522202,0.7971611721611722
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,CRC_GSE146771_10X,6000,7,0,0.9268024964644955,0.9268024964644955,0.9333333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,HNSC_GSE103322,1176,8,0,0.7606872131536906,0.7606872131536906,0.8903061224489796
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,LIHC_GSE140228_10X,5999,9,0,0.8459736807899018,0.8459736807899018,0.8539756626104351
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,LIHC_GSE98638,960,3,0,0.7870106629316048,0.7870106629316048,0.771875
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,NSCLC_GSE127465,6000,12,0,0.862915794124703,0.862915794124703,0.9008333333333334
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,NSCLC_GSE131907,6007,10,0,0.7664596583872731,0.7664596583872731,0.7343099716996837
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,PAAD_GSE111672,453,7,0,0.7510435333547255,0.7510435333547255,0.869757174392936
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,PAAD_GSE154778,2989,6,0,0.6618494538147071,0.6618494538147071,0.8283706925393108
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,1,700,0.01,5,700,768,6.45,0.8218780953870406,0.8218780953870406,STAD_GSE134520,1308,6,0,0.7018975922086949,0.7018975922086949,0.7408256880733946
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,BRCA_GSE161529,6000,10,0,0.8089237540515313,0.8089237540515313,0.8001666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,BRCA_GSE176078,6000,9,0,0.7778855942725906,0.7778855942725906,0.7663333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,CHOL_GSE125449_aPD1aPDL1aCTLA4,887,8,0,0.7810390756161205,0.7810390756161205,0.6708004509582863
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,CRC_GSE108989,2184,3,0,0.7326933773631504,0.7326933773631504,0.74496336996337
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,CRC_GSE146771_10X,6000,7,0,0.8742072608226105,0.8742072608226105,0.8923333333333333
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,HNSC_GSE103322,1176,8,0,0.7221352147696211,0.7221352147696211,0.7831632653061225
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,LIHC_GSE140228_10X,5999,9,0,0.8076557245850317,0.8076557245850317,0.8193032172028671
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,LIHC_GSE98638,960,3,0,0.7638862378316472,0.7638862378316472,0.7572916666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,NSCLC_GSE127465,6000,12,0,0.8359071263776374,0.8359071263776374,0.8676666666666667
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,NSCLC_GSE131907,6007,10,0,0.7882456852681125,0.7882456852681125,0.7642750124854336
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,PAAD_GSE111672,453,7,0,0.7648796669486325,0.7648796669486325,0.8763796909492274
geneformer,S1_within_dataset__seed0.parquet,S1_within_dataset,,50,2,700,0.1,5,700,768,5.91,0.8166020059162804,0.8166020059162804,PAAD_GSE154778,2989,6,0,0.7261150391341832,0.7261150391341832,0.8758782201405152
