contrast,metric,n_datasets,delta_mean,delta_median,ci95_lo,ci95_hi,cohens_dz,wilcoxon_stat,p_raw,ttest_p,n_datasets_favouring_a,n_runs_a,n_runs_b,datasets,scheme,budget,hypothesis,p_fdr,significant_fdr_005,negligible_effect,verdict
geneformer - scvi,macro_f1,13,-0.026161839068723696,0.0008375386425674147,-0.060059267576015866,0.005371984649566892,-0.415493595578898,34.0,0.454833984375,0.1599482652334072,7,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,10,H2,0.6297701322115384,False,False,no detectable difference
geneformer - harmony,macro_f1,13,0.06548282499580174,0.06432958210837658,0.026577521446461083,0.10345641637376335,0.8913939347923611,8.0,0.006103515625,0.007437270252949069,10,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,10,H2,0.017346833881578948,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,-0.02011573812292948,-0.01423787002898913,-0.044245324785067736,0.0025308271491527325,-0.4518263015746008,27.0,0.21630859375,0.12924700408122108,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.3594050480769231,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.006211738394464274,0.005786868045694615,-0.022227851706768678,0.008231920929558621,-0.2136659156350035,41.0,0.786865234375,0.45597224335311604,7,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.8671576052295918,False,True,no detectable difference
scgpt - harmony,macro_f1,13,0.04114329096687046,0.03948924674401255,0.0184968054601481,0.06475170234598793,0.9349751133448503,8.0,0.006103515625,0.005558881809545564,11,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.017346833881578948,True,False,scFM better
geneformer - hvg_pca,macro_f1,13,-0.0012700724903433795,-0.007544450761245769,-0.01864177136779195,0.0171747394976459,-0.0372391061261644,42.0,0.83935546875,0.8954166835101895,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.8716383713942308,False,True,no detectable difference
geneformer - scvi,macro_f1,13,0.012633927238121827,0.011163135741448227,-0.0007455961289413107,0.026526379260241956,0.48133657646702804,24.0,0.146484375,0.10823692244726957,8,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.2551663306451613,False,True,no detectable difference
geneformer - harmony,macro_f1,13,0.059988956599456564,0.0664393205868612,0.04041994597380625,0.08076243133657264,1.5537292124529039,1.0,0.00048828125,0.0001157607779269433,12,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,100,H2,0.002197265625,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,-0.026927675054037373,-0.0005841595791559184,-0.05600827317637201,-0.0007214635499417047,-0.5063481839096965,29.0,0.2734375,0.09287398579743619,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.421875,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.01798941196721315,-0.00023718374646375384,-0.03937135744667674,0.0005964716144960502,-0.4724651744227797,32.0,0.375732421875,0.11420938689088354,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.548366237331081,False,True,no detectable difference
scgpt - harmony,macro_f1,13,0.04543352937890122,0.05779233262027639,0.01789369679504606,0.0719633580910373,0.8865310149673834,9.0,0.008056640625,0.007683232440625008,10,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.021752929687500002,True,False,scFM better
geneformer - hvg_pca,macro_f1,13,-0.005520503432279782,-0.007344655486949958,-0.02220445680452066,0.011046814440559745,-0.1724209289396645,36.0,0.541748046875,0.5457868617961152,5,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.6803347565406976,False,True,no detectable difference
geneformer - scvi,macro_f1,13,0.003417759654544443,0.004791378178408134,-0.01095630474158187,0.016933390062825935,0.12662296473311505,38.0,0.635498046875,0.6561509940121142,8,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.7460194463315217,False,True,no detectable difference
geneformer - harmony,macro_f1,13,0.06684070100065881,0.0647367752257223,0.046845003303235044,0.08824503063572259,1.6656641761973805,1.0,0.00048828125,6.163206171006803e-05,12,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,25,H2,0.002197265625,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,-0.04785796177830836,-0.015360560759266173,-0.09955087988299192,0.0019343924885792177,-0.4915399144018664,28.0,0.243896484375,0.10171370496091608,5,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.3873650045955882,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.04590274837210143,-0.008098483915581545,-0.09219113758823382,-0.0028414296847122733,-0.5410923114000298,27.0,0.21630859375,0.07480562133530991,5,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.3594050480769231,False,False,no detectable difference
scgpt - harmony,macro_f1,13,0.06053127758603043,0.07785673738020282,0.008888688972017058,0.10818259171167285,0.6353041349716172,16.0,0.039794921875,0.04088553672985714,9,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.08109153891509434,False,False,no detectable difference
geneformer - hvg_pca,macro_f1,13,-0.022694006635847086,0.0027695420283077032,-0.07141299879564213,0.018248735411405335,-0.2650287819909843,36.0,0.541748046875,0.35814201027266196,7,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.6803347565406976,False,False,no detectable difference
geneformer - scvi,macro_f1,13,-0.020738793229640166,-0.01788505490358705,-0.0661442916732268,0.015724584614442417,-0.26480997568207404,37.0,0.587890625,0.35852489989445957,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.7215021306818182,False,False,no detectable difference
geneformer - harmony,macro_f1,13,0.0856952327284917,0.0959868401677767,0.03105595134071696,0.13177828308311812,0.8865023817790441,10.0,0.010498046875,0.00768470470386476,12,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,5,H2,0.026994977678571428,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,-0.03008632787252489,-0.013858098963530185,-0.05522337821939153,-0.0063882818820078045,-0.6420154531443504,17.0,0.0478515625,0.039132957478952096,3,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.09396306818181817,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.013295658185919797,-0.002298112141668418,-0.03229369039047901,0.003857108524105977,-0.38289173579096697,35.0,0.497314453125,0.19259490793802989,6,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.6471079631024097,False,True,no detectable difference
scgpt - harmony,macro_f1,13,0.03977946677347221,0.04551890275744819,0.01583641101359393,0.06288885161984518,0.895581454742857,9.0,0.008056640625,0.007231839848266468,11,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.021752929687500002,True,False,scFM better
geneformer - hvg_pca,macro_f1,13,-0.009315231512592819,-0.020295234644936322,-0.026010809208251724,0.009309495131888354,-0.2722342686038224,30.0,0.305419921875,0.34569529692319617,4,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.4581298828125,False,True,no detectable difference
geneformer - scvi,macro_f1,13,0.007475438174012272,0.006449617101385474,-0.0055229229255091255,0.02090088202808931,0.29108571283498197,32.0,0.375732421875,0.3146148070014019,8,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.548366237331081,False,True,no detectable difference
geneformer - harmony,macro_f1,13,0.06055056313340428,0.058450064721491835,0.041217369956715634,0.08213027064889306,1.5333403522470448,0.0,0.000244140625,0.00013016523472836783,13,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,50,H2,0.0017578124999999998,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,0.027657061252381158,0.046377039331838676,0.00599255577460746,0.04653036346518269,0.7014923501675204,19.0,0.068115234375,0.02645502901486977,10,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.12906044407894737,False,False,no detectable difference
scgpt - scvi,macro_f1,13,0.06829355117835975,0.0721439928981521,0.04650064511440732,0.08961251531416563,1.6539603698602938,1.0,0.00048828125,6.576082512704709e-05,12,25,10,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.002197265625,True,False,scFM better
scgpt - harmony,macro_f1,13,0.10425201074562909,0.09548608011425741,0.07761721956859412,0.13461832070991175,1.9009663883646206,0.0,0.000244140625,1.7621068318617676e-05,13,25,10,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.0017578124999999998,True,False,scFM better
geneformer - hvg_pca,macro_f1,13,0.04171201639618939,0.040410375520629094,0.026591072964257605,0.05641846693313668,1.4715583643950723,1.0,0.00048828125,0.0001865737300635243,12,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.002197265625,True,False,scFM better
geneformer - scvi,macro_f1,13,0.08234850632216797,0.0674122719862944,0.056283555612761715,0.1123252425069301,1.535568546315365,0.0,0.000244140625,0.00012850281813105656,13,25,10,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.0017578124999999998,True,False,scFM better
geneformer - harmony,macro_f1,13,0.11830696588943732,0.09139947530885084,0.08797722426199525,0.1527183707380041,1.9020903415929629,0.0,0.000244140625,1.752002708272907e-05,13,25,10,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S2_leave_donor_out,all,H2,0.0017578124999999998,True,False,scFM better
scgpt - hvg_pca,macro_f1,13,-0.04463471752821169,-0.0007563533127221689,-0.09140770846156727,-0.0027037181363961113,-0.5231912171033015,33.0,0.414306640625,0.08366923777537734,6,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.5811054180194806,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.049915903780351274,-0.021297829992836137,-0.08865776959627446,-0.015073285482163053,-0.7178623096870345,13.0,0.021484375,0.023732588376766315,4,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.04735331632653061,True,False,classical better
scgpt - harmony,macro_f1,13,0.002839594632365601,0.044261812378761145,-0.04975237023434496,0.05237269670316162,0.029147883165708485,42.0,0.83935546875,0.9180373101875559,8,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.8716383713942308,False,True,no detectable difference
geneformer - hvg_pca,macro_f1,13,-0.06404197081396554,-0.021669338401880456,-0.10789282808716803,-0.02199744128233529,-0.7788750121152362,15.0,0.03271484375,0.01579992103049617,4,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.06927849264705882,False,False,no detectable difference
geneformer - scvi,macro_f1,13,-0.06932315706610512,-0.04528932794851259,-0.10534629992682136,-0.03615726669193583,-1.0516595164370086,2.0,0.000732421875,0.0025677745150291574,1,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.002825055803571429,True,False,classical better
geneformer - harmony,macro_f1,13,-0.01656765865338824,-0.02000532186700077,-0.05965870672431814,0.026757270505816753,-0.19933010334518061,35.0,0.497314453125,0.4860882846433351,6,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,10,H2,0.6471079631024097,False,True,no detectable difference
scgpt - hvg_pca,macro_f1,13,-0.07062127020552743,-0.03135561072723414,-0.11860224471424825,-0.028491499343818307,-0.8140060246169595,5.0,0.00244140625,0.01248882189054217,2,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.007755055147058823,True,False,classical better
scgpt - scvi,macro_f1,13,-0.06315570181814431,-0.03121274652775685,-0.1040886149148855,-0.028357485494880437,-0.8862446944599703,4.0,0.001708984375,0.007697967287336108,2,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.005593039772727272,True,False,classical better
scgpt - harmony,macro_f1,13,-0.040709710585505696,-0.016726811637865713,-0.08792358092641095,0.004897066690937833,-0.4570387646778376,26.0,0.19091796875,0.12529335244195924,5,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.3272879464285714,False,False,no detectable difference
geneformer - hvg_pca,macro_f1,13,-0.09961521289684695,-0.0795505055737219,-0.14567209821609653,-0.05658244790547399,-1.1636649975692712,0.0,0.000244140625,0.0012414549989782158,0,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.0017578124999999998,True,False,classical better
geneformer - scvi,macro_f1,13,-0.09214964450946382,-0.08804665782568033,-0.13467470271260285,-0.05371295986448386,-1.1830908597492031,2.0,0.000732421875,0.0010964076897044966,1,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.002825055803571429,True,False,classical better
geneformer - harmony,macro_f1,13,-0.06970365327682522,-0.056155616284297105,-0.1135975375868829,-0.02656628577596374,-0.8334926276629082,11.0,0.013427734375,0.010960257620277738,2,25,25,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,100,H2,0.031525985054347824,True,False,classical better
scgpt - hvg_pca,macro_f1,13,-0.051075923867498735,-0.022172715216723926,-0.09280159766890787,-0.0133872047545165,-0.6654268274494758,19.0,0.068115234375,0.03356571287050449,5,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,25,H2,0.12906044407894737,False,False,no detectable difference
scgpt - scvi,macro_f1,13,-0.053666627633935586,-0.028492128425874452,-0.08879888933559409,-0.022551938018032576,-0.8587663959482317,6.0,0.00341796875,0.009252935396738667,2,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,25,H2,0.010546875,True,False,classical better
scgpt - harmony,macro_f1,13,-0.012208428063640168,0.014252091034282377,-0.05550744415539682,0.029828868484191185,-0.14993162877169225,42.0,0.83935546875,0.598683679409876,7,100,100,BRCA_GSE161529;BRCA_GSE176078;CHOL_GSE125449_aPD1aPDL1aCTLA4;CRC_GSE108989;CRC_GSE146771_10X;HNSC_GSE103322;LIHC_GSE140228_10X;LIHC_GSE98638;NSCLC_GSE127465;NSCLC_GSE131907;PAAD_GSE111672;PAAD_GSE154778;STAD_GSE134520,S3_leave_dataset_out,25,H2,0.8716383713942308,False,True,no detectable difference
