scheme,budget,contrast,delta_mean_n13,ci95_lo_n13,ci95_hi_n13,p_fdr_n13,cohens_dz_n13,n_datasets_n13,n_datasets_favouring_a_n13,delta_mean_n12,ci95_lo_n12,ci95_hi_n12,p_fdr_n12,cohens_dz_n12,n_datasets_n12,n_datasets_favouring_a_n12,delta_shift,sign_flip,sig_change
S1_within_dataset,50,scgpt - scvi,0.003043345630876484,-0.013917499604342274,0.019446863007041078,0.8716383713942308,0.09618487415193662,13,8,0.0014177885930175365,-0.016389265164196233,0.018580002263883295,0.9697265625,0.043657062445706885,12,7,-0.0016255570378589477,False,False
S1_within_dataset,50,scgpt - harmony,0.0696366386806561,0.04322532393305619,0.09664263729047136,0.002197265625,1.3652096184516653,13,12,0.06862568542238612,0.04041715555374954,0.09779565922180095,0.00439453125,1.2914145376446493,12,11,-0.0010109532582699837,False,False
S1_within_dataset,100,geneformer - hvg_pca,0.001410857435643449,-0.014937466785460457,0.01846052728667084,0.9548864632009346,0.04356666835619804,13,7,0.002629226738011562,-0.014885948638271796,0.0207969554719743,0.8375459558823529,0.07845812870791737,12,7,0.0012183693023681131,False,False
S1_within_dataset,100,geneformer - scvi,0.018624447247525346,0.0030500878859104374,0.03598374475911662,0.08109153891509434,0.5839812743567233,13,10,0.01998517223385175,0.002919926078466136,0.038635290005547766,0.10076032366071429,0.6071972828971824,12,9,0.0013607249863264032,False,False
S1_within_dataset,100,geneformer - harmony,0.08217137844323273,0.05856094899955964,0.10690661358541656,0.0017578124999999998,1.77973127703299,13,13,0.08352921423416272,0.05859479603934796,0.10983665877368297,0.0035156249999999997,1.741940526506148,12,12,0.0013578357909299898,False,False
S1_within_dataset,100,scgpt - hvg_pca,-0.006180928855005618,-0.024825159021796574,0.009597386075722986,1.0,-0.1869024564630479,13,7,-0.00789887117093288,-0.027347149767025104,0.008894169775144355,0.8827937199519231,-0.23280204289995596,12,6,-0.0017179423159272627,False,False
S1_within_dataset,100,scgpt - scvi,0.011032660956876281,-0.0058850392493917094,0.026707374724377623,0.3873650045955882,0.3579711578989673,13,9,0.009457074324907305,-0.008210449140240399,0.0259280581566673,0.49527554898648646,0.2989070603610308,12,8,-0.0015755866319689758,False,False
S1_within_dataset,100,scgpt - harmony,0.07457959215258365,0.0496063666948791,0.09918816143874484,0.002197265625,1.5805966911879656,13,12,0.07300111632521829,0.04683657637285975,0.09923099341726452,0.00439453125,1.4921712944102183,12,11,-0.0015784758273653665,False,False
S1_within_dataset,all,geneformer - hvg_pca,0.05133610528546405,0.04003367672530886,0.06321965797518955,0.0017578124999999998,2.2941835147873584,13,13,0.05329085514420614,0.04151240667645788,0.06526391790939078,0.0035156249999999997,2.402430368058674,12,12,0.00195474985874209,False,False
S1_within_dataset,all,geneformer - scvi,0.09198145146621473,0.07118323037843838,0.11484980129139198,0.0017578124999999998,2.1946110053163728,13,13,0.0943444224436993,0.07237772695217375,0.11851318532669151,0.0035156249999999997,2.2011149360705704,12,12,0.0023629709774845714,False,False
