representation,scheme,budget,nominal,variant,score,coverage,coverage_gap,mean_set_size,empty_rate,singleton_rate,n_datasets
harmony,S2_leave_donor_out,all,0.8,marginal,aps,0.7745151598613677,0.02548484013863241,2.461465750602451,0.15717115396800138,0.19158090727393098,13
harmony,S2_leave_donor_out,all,0.8,marginal,inverse_softmax,0.7811892107216857,0.018810789278314387,1.049155167368086,0.01678626250274384,0.9172723076264264,13
harmony,S2_leave_donor_out,all,0.8,mondrian,aps,0.7931804042942322,0.0068195957057678785,3.165292992307798,0.06312266520880698,0.20161577000218206,13
harmony,S2_leave_donor_out,all,0.8,mondrian,inverse_softmax,0.7621210305167574,0.037878969483242673,1.2116907316830596,0.052258457479470014,0.6881707379723145,13
harmony,S2_leave_donor_out,all,0.9,marginal,aps,0.8813547018540006,0.018645298145999432,4.268724714021777,0.08766314024677409,0.11972521164721295,13
harmony,S2_leave_donor_out,all,0.9,marginal,inverse_softmax,0.8842633819164276,0.015736618083572324,1.4810845069545815,6.018911019933351e-05,0.5553642507392328,13
harmony,S2_leave_donor_out,all,0.9,mondrian,aps,0.8931111556422405,0.006888844357759411,4.121527088898268,0.025676860304070712,0.145533008833297,13
harmony,S2_leave_donor_out,all,0.9,mondrian,inverse_softmax,0.875597963624346,0.02440203637565403,1.7270269160684295,0.004439435839399644,0.4338273658048249,13
harmony,S2_leave_donor_out,all,0.95,marginal,aps,0.9396725949554325,0.010327405044567443,5.982108214367764,0.04585678893512612,0.07825709945260459,13
harmony,S2_leave_donor_out,all,0.95,marginal,inverse_softmax,0.9437431683630334,0.0062568316369665065,2.008841275463576,0.0,0.2863597170664391,13
harmony,S2_leave_donor_out,all,0.95,mondrian,aps,0.9429285607537978,0.007071439246202108,4.9885455981001305,0.01054428959511789,0.10811280290466369,13
harmony,S2_leave_donor_out,all,0.95,mondrian,inverse_softmax,0.9357656882064127,0.01423431179358723,2.479908610692026,0.0,0.2515181752324867,13
harmony,S3_leave_dataset_out,10,0.8,marginal,aps,0.8004097904812203,-0.0004097904812203196,3.361915193866501,0.03568874264029046,0.05346571957682866,13
harmony,S3_leave_dataset_out,10,0.8,marginal,inverse_softmax,0.7919345275938385,0.008065472406161438,2.390699098715891,0.0031321115768599755,0.23231805099022035,13
harmony,S3_leave_dataset_out,10,0.8,mondrian,aps,0.8141775357044092,-0.014177535704409126,5.034758216951407,0.002521821262573311,0.01704186515176435,13
harmony,S3_leave_dataset_out,10,0.8,mondrian,inverse_softmax,0.8073419914943804,-0.00734199149438027,4.206531539039812,0.0012376916280155378,0.02848609586759151,13
harmony,S3_leave_dataset_out,10,0.9,marginal,aps,0.8964504533728087,0.0035495466271912484,5.577766770832683,0.011469252945147503,0.011699268127571633,13
harmony,S3_leave_dataset_out,10,0.9,marginal,inverse_softmax,0.8955073796430124,0.00449262035698759,4.681145831686193,2.329488581840825e-06,0.056139846509633405,13
harmony,S3_leave_dataset_out,10,0.9,mondrian,aps,0.8977552406636262,0.002244759336373786,6.441235951941209,0.0006126564504789894,0.003928536295370128,13
harmony,S3_leave_dataset_out,10,0.9,mondrian,inverse_softmax,0.8930126886002392,0.00698731139976084,5.499755825736371,2.298751067006144e-05,0.0077567695308789755,13
harmony,S3_leave_dataset_out,10,0.95,marginal,aps,0.946494641139789,0.00350535886021103,8.106762532427565,0.003172969805531322,0.0029988637302332966,13
harmony,S3_leave_dataset_out,10,0.95,marginal,inverse_softmax,0.946325579055733,0.0036744209442670225,7.486720287344665,0.0,0.017416117371980448,13
harmony,S3_leave_dataset_out,10,0.95,mondrian,aps,0.9421405578426151,0.0078594421573849,7.937576986779022,0.0001417407120009349,0.0008063352238393969,13
harmony,S3_leave_dataset_out,10,0.95,mondrian,inverse_softmax,0.9385443416684226,0.011455658331577395,7.033010664865355,0.0,0.0020023749744344493,13
harmony,S3_leave_dataset_out,100,0.8,marginal,aps,0.812532434945918,-0.012532434945918028,3.711660072865669,0.11772276082461756,0.09326200944195562,13
harmony,S3_leave_dataset_out,100,0.8,marginal,inverse_softmax,0.7912121787211508,0.008787821278849254,1.4199562248797304,0.021791642842971744,0.5679032187026319,13
harmony,S3_leave_dataset_out,100,0.8,mondrian,aps,0.8246723816812696,-0.024672381681269586,5.477076041565065,0.00392257887927583,0.02290894442572921,13
harmony,S3_leave_dataset_out,100,0.8,mondrian,inverse_softmax,0.8104894067518509,-0.010489406751850786,3.588022198159189,0.0035081372590443595,0.0565395048708941,13
harmony,S3_leave_dataset_out,100,0.9,marginal,aps,0.9050666085419331,-0.00506660854193306,5.5658411465294,0.05776814907635078,0.040722008402176255,13
harmony,S3_leave_dataset_out,100,0.9,marginal,inverse_softmax,0.8958049443128205,0.004195055687179432,2.2741523637262167,0.0004915433533543664,0.29182618664945786,13
harmony,S3_leave_dataset_out,100,0.9,mondrian,aps,0.9065604760927604,-0.006560476092760305,6.636830295811659,0.001348022015119321,0.012138687858733604,13
harmony,S3_leave_dataset_out,100,0.9,mondrian,inverse_softmax,0.8921697748297744,0.007830225170225654,4.354175879136364,0.00023581360744653266,0.034146820697850626,13
harmony,S3_leave_dataset_out,100,0.95,marginal,aps,0.949874500541237,0.0001254994587629924,7.292624128459398,0.02652435903703124,0.018603131284478658,13
harmony,S3_leave_dataset_out,100,0.95,marginal,inverse_softmax,0.9450709442799293,0.004929055720070679,4.239707598155561,2.4615384615384615e-06,0.15463734786381048,13
harmony,S3_leave_dataset_out,100,0.95,mondrian,aps,0.9459250506585705,0.00407494934142943,7.755096468402479,0.0004074659612732804,0.005771733872396786,13
harmony,S3_leave_dataset_out,100,0.95,mondrian,inverse_softmax,0.9335930713234017,0.01640692867659824,5.303327506830086,0.0,0.018540179260521147,13
harmony,S3_leave_dataset_out,all,0.8,marginal,aps,0.8201487989199449,-0.020148798919944737,3.34542568822743,0.11422059050705019,0.15067550439530672,13
harmony,S3_leave_dataset_out,all,0.8,marginal,inverse_softmax,0.8048436722704521,-0.0048436722704520985,1.3380596030405034,0.00968489615030883,0.6943728042437113,13
harmony,S3_leave_dataset_out,all,0.8,mondrian,aps,0.8102623769395283,-0.010262376939528266,5.3269481137840415,0.005044300363079244,0.027231266379470685,13
harmony,S3_leave_dataset_out,all,0.8,mondrian,inverse_softmax,0.8124586550280063,-0.012458655028006237,3.5968865441180444,0.0029373785980744446,0.05756531382703573,13
harmony,S3_leave_dataset_out,all,0.9,marginal,aps,0.9089530321207627,-0.008953032120762707,5.310848736153768,0.05762835969159831,0.08734809071338137,13
harmony,S3_leave_dataset_out,all,0.9,marginal,inverse_softmax,0.8973447150879422,0.0026552849120578996,2.1061275657259744,8.744354906403742e-05,0.3331687205901661,13
harmony,S3_leave_dataset_out,all,0.9,mondrian,aps,0.8973655239550204,0.002634476044979506,6.3827357081421745,0.0016951319294774385,0.014425151216264257,13
harmony,S3_leave_dataset_out,all,0.9,mondrian,inverse_softmax,0.891353642203228,0.008646357796772095,4.287575884207402,0.0002741049044321593,0.035484160410008805,13
harmony,S3_leave_dataset_out,all,0.95,marginal,aps,0.9518637529588313,-0.0018637529588313578,7.092636994668893,0.02733401702892025,0.0485432174556129,13
harmony,S3_leave_dataset_out,all,0.95,marginal,inverse_softmax,0.9449734333992937,0.005026566600706226,3.507118728498023,0.0,0.15994816343772966,13
harmony,S3_leave_dataset_out,all,0.95,mondrian,aps,0.9399110879971485,0.010088912002851391,7.371482289931041,0.0002550841381429376,0.004300802497603668,13
harmony,S3_leave_dataset_out,all,0.95,mondrian,inverse_softmax,0.9305170612789719,0.01948293872102794,5.008185005626749,0.0,0.022908924236064686,13
hvg_pca,S1_within_dataset,10,0.8,marginal,aps,0.8073014646489667,-0.00730146464896666,3.204740560761741,0.10591500146325326,0.12740203599082925,13
hvg_pca,S1_within_dataset,10,0.8,marginal,inverse_softmax,0.7993479022323492,0.0006520977676508333,1.350981651572128,0.018112904188426635,0.6612073816150086,13
hvg_pca,S1_within_dataset,10,0.8,mondrian,aps,0.8031714225830536,-0.003171422583053573,3.390406859564244,0.07234150875408316,0.18831355946500716,13
hvg_pca,S1_within_dataset,10,0.8,mondrian,inverse_softmax,0.8044695580653318,-0.004469558065331836,1.3500465449663852,0.03354549005560373,0.6243965928843113,13
hvg_pca,S1_within_dataset,10,0.9,marginal,aps,0.9036199861740819,-0.003619986174081808,4.823664284527251,0.04552089057739919,0.042413483697452355,13
hvg_pca,S1_within_dataset,10,0.9,marginal,inverse_softmax,0.8981670264946019,0.001832973505398077,2.309015561298824,0.0002539547839261258,0.32009209998038696,13
hvg_pca,S1_within_dataset,10,0.9,mondrian,aps,0.9023282138297606,-0.002328213829760633,4.737644174900579,0.025535763764118428,0.08147204783103465,13
hvg_pca,S1_within_dataset,10,0.9,mondrian,inverse_softmax,0.9034137403176188,-0.003413740317618795,2.2809296730306254,0.0010976000692229945,0.2902908201705482,13
hvg_pca,S1_within_dataset,10,0.95,marginal,aps,0.9514095927517514,-0.0014095927517514262,6.556737932632454,0.01747795879459143,0.016187561010091053,13
hvg_pca,S1_within_dataset,10,0.95,marginal,inverse_softmax,0.9474362788534693,0.0025637211465306025,4.140510182170228,0.0,0.13062473042753237,13
hvg_pca,S1_within_dataset,10,0.95,mondrian,aps,0.9518815397706452,-0.00188153977064526,6.22486938011731,0.00839384613522057,0.030418332876037044,13
hvg_pca,S1_within_dataset,10,0.95,mondrian,inverse_softmax,0.9507713119445705,-0.0007713119445705777,3.904014909936888,8.843606724401427e-06,0.10562472462326238,13
hvg_pca,S1_within_dataset,100,0.8,marginal,aps,0.8158996070969052,-0.015899607096905168,3.7673577707213237,0.15761718167968025,0.11935521466409342,13
hvg_pca,S1_within_dataset,100,0.8,marginal,inverse_softmax,0.7994235287555147,0.0005764712444853806,0.980384502343961,0.046911019377675355,0.9257934589006882,13
hvg_pca,S1_within_dataset,100,0.8,mondrian,aps,0.8013797384057847,-0.0013797384057846645,4.4494248429074466,0.07158884294607429,0.11371128549923876,13
hvg_pca,S1_within_dataset,100,0.8,mondrian,inverse_softmax,0.8002443408182369,-0.00024434081823691405,1.014491042438245,0.07724714179858694,0.8310191599916739,13
hvg_pca,S1_within_dataset,100,0.9,marginal,aps,0.9114692705362858,-0.01146927053628571,5.726675509228381,0.0769428092912764,0.059108573083113486,13
hvg_pca,S1_within_dataset,100,0.9,marginal,inverse_softmax,0.8979271914288951,0.0020728085711048437,1.2857614747587622,0.0004859093400320195,0.728393321003513,13
hvg_pca,S1_within_dataset,100,0.9,mondrian,aps,0.9017169603766301,-0.0017169603766300431,5.76308725403541,0.029480336126233467,0.07472068793632566,13
hvg_pca,S1_within_dataset,100,0.9,mondrian,inverse_softmax,0.9023843048052728,-0.0023843048052727294,1.3551745462233635,0.006608813469799272,0.6614352178785327,13
hvg_pca,S1_within_dataset,100,0.95,marginal,aps,0.9572006935846653,-0.0072006935846653025,7.339440707105178,0.036795736662426665,0.03139748739083348,13
hvg_pca,S1_within_dataset,100,0.95,marginal,inverse_softmax,0.9487848109485828,0.001215189051417127,1.7450497697635103,0.0,0.4783373754033266,13
hvg_pca,S1_within_dataset,100,0.95,mondrian,aps,0.9516841607432293,-0.001684160743229303,6.837919790341792,0.01297364608207787,0.05141370208588537,13
hvg_pca,S1_within_dataset,100,0.95,mondrian,inverse_softmax,0.9497738948740723,0.00022610512592768063,1.8949339126165168,4.2053349279077813e-05,0.41396109653577196,13
hvg_pca,S1_within_dataset,all,0.8,marginal,aps,0.7918226664307745,0.008177333569225575,2.239947149920786,0.1819305851847718,0.23846900530277423,13
hvg_pca,S1_within_dataset,all,0.8,marginal,inverse_softmax,0.8079396205963845,-0.007939620596384447,0.8804855601547735,0.1195144398452265,0.8804855601547735,13
hvg_pca,S1_within_dataset,all,0.8,mondrian,aps,0.7903251606476676,0.009674839352332524,2.589106768033612,0.10148670429186613,0.2526295117398155,13
hvg_pca,S1_within_dataset,all,0.8,mondrian,inverse_softmax,0.7955436260251865,0.004456373974813581,0.9100025037590278,0.10238428387261087,0.8852289284957504,13
hvg_pca,S1_within_dataset,all,0.9,marginal,aps,0.9034347122816762,-0.003434712281676156,3.760194805560068,0.08634328466921747,0.13989405269617922,13
hvg_pca,S1_within_dataset,all,0.9,marginal,inverse_softmax,0.9030899273763013,-0.0030899273763013023,1.0740753920549757,0.002004503303347272,0.9219156013383298,13
hvg_pca,S1_within_dataset,all,0.9,mondrian,aps,0.8946576598585667,0.005342340141433194,3.437850275602387,0.04041888245098545,0.1802209977368938,13
hvg_pca,S1_within_dataset,all,0.9,mondrian,inverse_softmax,0.8977947968545247,0.002205203145475415,1.1272836650448352,0.023354010655512222,0.8296455754613,13
hvg_pca,S1_within_dataset,all,0.95,marginal,aps,0.9530547127708661,-0.0030547127708661194,5.334228172995119,0.04270407281146657,0.07573373516722307,13
hvg_pca,S1_within_dataset,all,0.95,marginal,inverse_softmax,0.953487799103477,-0.0034877991034771056,1.2801102175404624,0.0,0.7383319846794805,13
hvg_pca,S1_within_dataset,all,0.95,mondrian,aps,0.9467169632154373,0.003283036784562655,4.153810442059898,0.016152074894619457,0.13147622199592057,13
hvg_pca,S1_within_dataset,all,0.95,mondrian,inverse_softmax,0.9515204749163305,-0.001520474916330561,1.3737719153270733,0.00224654928609,0.6654582125696172,13
hvg_pca,S2_leave_donor_out,10,0.8,marginal,aps,0.7730227916237685,0.026977208376231507,3.095487203226552,0.12337021285973061,0.147627413057843,13
hvg_pca,S2_leave_donor_out,10,0.8,marginal,inverse_softmax,0.781835113463602,0.018164886536398077,1.3848462737444576,0.018468936805284417,0.6438834799875277,13
hvg_pca,S2_leave_donor_out,10,0.8,mondrian,aps,0.7708538462217297,0.029146153778270394,3.3489349806704753,0.07934496636959072,0.1846149351079627,13
hvg_pca,S2_leave_donor_out,10,0.8,mondrian,inverse_softmax,0.7834448567864162,0.01655514321358382,1.4688776202094214,0.03151701370094241,0.5672557501535238,13
hvg_pca,S2_leave_donor_out,10,0.9,marginal,aps,0.8776409684503024,0.022359031549697702,4.632092569824904,0.06329836289326259,0.052482611122220565,13
hvg_pca,S2_leave_donor_out,10,0.9,marginal,inverse_softmax,0.8879887333086945,0.012011266691305414,2.3402844557997833,0.00023337995606979094,0.3223990584417319,13
hvg_pca,S2_leave_donor_out,10,0.9,mondrian,aps,0.8750523188979636,0.024947681102036365,4.636316202206013,0.031035213766119625,0.08781623697681941,13
hvg_pca,S2_leave_donor_out,10,0.9,mondrian,inverse_softmax,0.8874280022500998,0.01257199774990022,2.462744727019591,0.0009832910500998508,0.25163974402889383,13
hvg_pca,S2_leave_donor_out,10,0.95,marginal,aps,0.9337022432833794,0.01629775671662057,6.329093425800522,0.03130035832657707,0.021374245684642818,13
hvg_pca,S2_leave_donor_out,10,0.95,marginal,inverse_softmax,0.9415985354717906,0.008401464528209335,4.112104015615608,0.0,0.14428459364279103,13
hvg_pca,S2_leave_donor_out,10,0.95,mondrian,aps,0.9348227114207621,0.015177288579237917,6.074627613336249,0.009769492824562197,0.03482285125886074,13
hvg_pca,S2_leave_donor_out,10,0.95,mondrian,inverse_softmax,0.9407847056033133,0.009215294396686727,3.931485031014664,3.423656629308138e-05,0.1008554329257741,13
hvg_pca,S2_leave_donor_out,100,0.8,marginal,aps,0.779072908669736,0.020927091330264144,3.248051710134738,0.1806310685261119,0.13279550279271482,13
hvg_pca,S2_leave_donor_out,100,0.8,marginal,inverse_softmax,0.7891869720778171,0.010813027922183015,1.0342335236558617,0.04178630193628536,0.8822171894931833,13
hvg_pca,S2_leave_donor_out,100,0.8,mondrian,aps,0.7768334258102728,0.023166574189727174,3.743364782482864,0.09000207368707878,0.14649730373466943,13
hvg_pca,S2_leave_donor_out,100,0.8,mondrian,inverse_softmax,0.7888009676299848,0.011199032370015297,1.099519841100597,0.06369522793642181,0.7780737958863779,13
hvg_pca,S2_leave_donor_out,100,0.9,marginal,aps,0.888114452456082,0.011885547543917917,5.044956992616681,0.09423717516614312,0.06471352367405835,13
hvg_pca,S2_leave_donor_out,100,0.9,marginal,inverse_softmax,0.8912983157239438,0.008701684276056214,1.3823047557148063,0.0009698085875812013,0.6487331558303365,13
hvg_pca,S2_leave_donor_out,100,0.9,mondrian,aps,0.8782560753471306,0.021743924652869395,4.935257652151554,0.04160747186321146,0.09939637851853687,13
hvg_pca,S2_leave_donor_out,100,0.9,mondrian,inverse_softmax,0.8923225723448606,0.007677427655139508,1.6058953453818379,0.0047533179155395755,0.5264375923116161,13
hvg_pca,S2_leave_donor_out,100,0.95,marginal,aps,0.9422694543519873,0.00773054564801264,6.723757710903281,0.0490146479982766,0.030447667081521287,13
hvg_pca,S2_leave_donor_out,100,0.95,marginal,inverse_softmax,0.9459449349858645,0.0040550650141354125,1.9282625544993763,0.0,0.40355254066386426,13
hvg_pca,S2_leave_donor_out,100,0.95,mondrian,aps,0.9328859711469624,0.0171140288530376,5.99595193526715,0.019677987364057403,0.0652828712025935,13
hvg_pca,S2_leave_donor_out,100,0.95,mondrian,inverse_softmax,0.943594147219258,0.006405852780741967,2.32947178945209,9.058587591450872e-05,0.2985518472238511,13
hvg_pca,S2_leave_donor_out,all,0.8,marginal,aps,0.7582780281204323,0.04172197187956771,2.115226790733991,0.20013869067813034,0.2358524442311181,13
hvg_pca,S2_leave_donor_out,all,0.8,marginal,inverse_softmax,0.7932008550787631,0.006799144921236909,0.9291609841919382,0.07083901580806186,0.9291609841919382,13
hvg_pca,S2_leave_donor_out,all,0.8,mondrian,aps,0.770966610666097,0.02903338933390299,2.6426194942810928,0.09755596822343013,0.23827419376713443,13
hvg_pca,S2_leave_donor_out,all,0.8,mondrian,inverse_softmax,0.7851305834100851,0.014869416589914978,0.9804485741536326,0.0784538021683571,0.8628348270741181,13
hvg_pca,S2_leave_donor_out,all,0.9,marginal,aps,0.8775704320570128,0.022429567942987155,3.706554708432558,0.10412468930429433,0.13686728316747218,13
hvg_pca,S2_leave_donor_out,all,0.9,marginal,inverse_softmax,0.8931499516712472,0.006850048328752865,1.1739325471413928,0.00016374914289606006,0.8277971928454984,13
hvg_pca,S2_leave_donor_out,all,0.9,mondrian,aps,0.8822431704862969,0.017756829513703182,3.538600719574829,0.040043569221395944,0.17146122580217338,13
hvg_pca,S2_leave_donor_out,all,0.9,mondrian,inverse_softmax,0.8914140321031757,0.008585967896824311,1.2574185980060193,0.011781580747891866,0.7376119613583954,13
hvg_pca,S2_leave_donor_out,all,0.95,marginal,aps,0.9418813934321622,0.008118606567837808,5.48209869431272,0.05024883635213547,0.07960255523783712,13
hvg_pca,S2_leave_donor_out,all,0.95,marginal,inverse_softmax,0.9481643590013697,0.0018356409986302902,1.4350743164196855,0.0,0.6166568008868926,13
hvg_pca,S2_leave_donor_out,all,0.95,mondrian,aps,0.9432919280960035,0.006708071903996465,4.346302677308407,0.016977293629700428,0.12476697130555887,13
hvg_pca,S2_leave_donor_out,all,0.95,mondrian,inverse_softmax,0.9469120743159695,0.0030879256840305575,1.5987238279799232,0.0004990089334660837,0.5327203295249892,13
hvg_pca,S3_leave_dataset_out,10,0.8,marginal,aps,0.8021132583095192,-0.0021132583095191688,3.7967614522070856,0.08856586074572204,0.097821518494914,13
hvg_pca,S3_leave_dataset_out,10,0.8,marginal,inverse_softmax,0.7937833979204358,0.006216602079564125,1.864357876693421,0.008386818616037958,0.46469779267956857,13
hvg_pca,S3_leave_dataset_out,10,0.8,mondrian,aps,0.7954085501952435,0.004591449804756538,5.415159481221995,0.006727733822050252,0.030768785510447223,13
hvg_pca,S3_leave_dataset_out,10,0.8,mondrian,inverse_softmax,0.7801490960441145,0.019850903955885513,3.9483319601949796,0.0017191615669320504,0.040554168994888104,13
hvg_pca,S3_leave_dataset_out,10,0.9,marginal,aps,0.8962864154325305,0.0037135845674695347,5.643253524656211,0.037374221196369045,0.03748194762750676,13
hvg_pca,S3_leave_dataset_out,10,0.9,marginal,inverse_softmax,0.8911849618198965,0.00881503818010347,3.719666153826916,0.00014734465015788816,0.18822684476406815,13
hvg_pca,S3_leave_dataset_out,10,0.9,mondrian,aps,0.88042638153203,0.019573618467970042,6.6219265777164305,0.0028206259817886038,0.013111991700859202,13
hvg_pca,S3_leave_dataset_out,10,0.9,mondrian,inverse_softmax,0.8678025781330115,0.0321974218669885,4.932567290762947,5.653227329729537e-05,0.01958071329613698,13
hvg_pca,S3_leave_dataset_out,10,0.95,marginal,aps,0.9452097785811897,0.004790221418810302,7.519894358121878,0.013779194485295323,0.01496009566902576,13
hvg_pca,S3_leave_dataset_out,10,0.95,marginal,inverse_softmax,0.9410781560078209,0.008921843992179077,6.2041744659088085,5.32882037077817e-07,0.07496884920523764,13
hvg_pca,S3_leave_dataset_out,10,0.95,mondrian,aps,0.9277824600940197,0.022217539905980348,7.745762949711297,0.0008971916270011857,0.004648579571099525,13
hvg_pca,S3_leave_dataset_out,10,0.95,mondrian,inverse_softmax,0.9171293646607925,0.03287063533920745,5.998219720941945,2.0511538544154132e-07,0.00795222691139926,13
hvg_pca,S3_leave_dataset_out,100,0.8,marginal,aps,0.8201272413505163,-0.020127241350516203,4.202863582847919,0.11925042154978377,0.12006047051086309,13
hvg_pca,S3_leave_dataset_out,100,0.8,marginal,inverse_softmax,0.8022629021215416,-0.0022629021215416186,1.354326892395952,0.012771953454303202,0.7002962229475536,13
hvg_pca,S3_leave_dataset_out,100,0.8,mondrian,aps,0.7907527325838493,0.00924726741615076,5.761721922096862,0.009216261184421183,0.03525546104789067,13
hvg_pca,S3_leave_dataset_out,100,0.8,mondrian,inverse_softmax,0.7954270439389952,0.004572956061004879,3.5927599337974234,0.0033328603048287104,0.05405085303447969,13
hvg_pca,S3_leave_dataset_out,100,0.9,marginal,aps,0.9092788716793899,-0.009278871679389901,6.22437038803534,0.05671447966660745,0.05438332277972849,13
hvg_pca,S3_leave_dataset_out,100,0.9,marginal,inverse_softmax,0.8917754249379427,0.00822457506205729,2.553449407131419,0.0001133453927927949,0.37757052449448836,13
hvg_pca,S3_leave_dataset_out,100,0.9,mondrian,aps,0.8761058698590962,0.02389413014090389,6.8902255938382995,0.005042561510946597,0.019517667762330222,13
hvg_pca,S3_leave_dataset_out,100,0.9,mondrian,inverse_softmax,0.8766326445216424,0.023367355478357634,4.321051872843678,0.00016160364709224106,0.03590178894342999,13
hvg_pca,S3_leave_dataset_out,100,0.95,marginal,aps,0.9522635890609107,-0.00226358906091067,7.930093509233386,0.02662400412902895,0.026305065835009724,13
hvg_pca,S3_leave_dataset_out,100,0.95,marginal,inverse_softmax,0.9401066927108666,0.009893307289133353,4.3959347591220075,2.0577296040413807e-07,0.1908319821660185,13
hvg_pca,S3_leave_dataset_out,100,0.95,mondrian,aps,0.9229299896918407,0.027070010308159254,7.87544575891525,0.0027693105569469626,0.011021758450305758,13
hvg_pca,S3_leave_dataset_out,100,0.95,mondrian,inverse_softmax,0.9219978955460058,0.028002104453994262,5.1590917729301635,1.0255726541307501e-07,0.020504733581117436,13
hvg_pca,S3_leave_dataset_out,all,0.8,marginal,aps,0.8151405749278117,-0.01514057492781168,3.0431965149546296,0.1108526929256576,0.19306119657332305,13
hvg_pca,S3_leave_dataset_out,all,0.8,marginal,inverse_softmax,0.7882756237574067,0.01172437624259335,1.2177594998080872,0.011816212713722499,0.7968150393054607,13
hvg_pca,S3_leave_dataset_out,all,0.8,mondrian,aps,0.7816263147919223,0.0183736852080777,5.090278839667833,0.005454823449961092,0.02047624839338232,13
hvg_pca,S3_leave_dataset_out,all,0.8,mondrian,inverse_softmax,0.7992145057271599,0.0007854942728401413,3.607454579278344,0.0022193719976224694,0.035663644766056254,13
hvg_pca,S3_leave_dataset_out,all,0.9,marginal,aps,0.9145921938697316,-0.014592193869731488,5.197088241367618,0.04497373042499744,0.09840208050582865,13
hvg_pca,S3_leave_dataset_out,all,0.9,marginal,inverse_softmax,0.8797824697921277,0.02021753020787229,1.9479359675326415,3.3683374707319273e-06,0.4673485906393994,13
hvg_pca,S3_leave_dataset_out,all,0.9,mondrian,aps,0.8676843715828119,0.032315628417188186,5.978044915861996,0.003116980424863969,0.011666359579974332,13
hvg_pca,S3_leave_dataset_out,all,0.9,mondrian,inverse_softmax,0.8763851472585181,0.023614852741481854,4.1557748291682115,5.662262387906142e-05,0.025981826474179844,13
hvg_pca,S3_leave_dataset_out,all,0.95,marginal,aps,0.9572371813731823,-0.0072371813731823085,7.200075705224661,0.018915851284048813,0.0516533030119625,13
hvg_pca,S3_leave_dataset_out,all,0.95,marginal,inverse_softmax,0.9293113199636684,0.02068868003633145,2.93968666119139,0.0,0.2529541391859052,13
hvg_pca,S3_leave_dataset_out,all,0.95,mondrian,aps,0.915602233141079,0.034397766858920896,6.774790527658802,0.0016267146735677756,0.007840155667973052,13
hvg_pca,S3_leave_dataset_out,all,0.95,mondrian,inverse_softmax,0.9209315849058879,0.029068415094112104,4.671314804768766,0.0,0.01771486260682975,13
scgpt,S1_within_dataset,10,0.8,marginal,aps,0.8022904456757662,-0.0022904456757661578,3.821180245887553,0.1266536857649216,0.14251409115297423,13
scgpt,S1_within_dataset,10,0.8,marginal,inverse_softmax,0.7970511125166937,0.002948887483306346,1.2767917492235787,0.01024009943982838,0.7287577579179941,13
scgpt,S1_within_dataset,10,0.8,mondrian,aps,0.7887796707354879,0.011220329264512148,4.0955148124975365,0.08697716513774832,0.159808867529642,13
scgpt,S1_within_dataset,10,0.8,mondrian,inverse_softmax,0.8014447415382294,-0.0014447415382293995,1.3066895217484185,0.037552661460415325,0.6453511009893182,13
scgpt,S1_within_dataset,10,0.9,marginal,aps,0.902356458654445,-0.0023564586544449527,5.631350854145918,0.05931603370194955,0.06749469978620805,13
scgpt,S1_within_dataset,10,0.9,marginal,inverse_softmax,0.8940575021172171,0.005942497882782975,2.021953403718298,4.436934466788462e-05,0.3974457238750305,13
scgpt,S1_within_dataset,10,0.9,mondrian,aps,0.8921873121755983,0.007812687824401804,5.49408123661011,0.03612121097826339,0.09794919305916414,13
scgpt,S1_within_dataset,10,0.9,mondrian,inverse_softmax,0.8979497649508008,0.0020502350491992402,1.9394615304368041,0.001961251175359771,0.37612844442598276,13
scgpt,S1_within_dataset,10,0.95,marginal,aps,0.951658539103234,-0.0016585391032340401,7.175873222503615,0.02651220033128413,0.033837941776361666,13
scgpt,S1_within_dataset,10,0.95,marginal,inverse_softmax,0.9439627887540569,0.006037211245942909,3.4416463924638308,0.0,0.19507935603639054,13
scgpt,S1_within_dataset,10,0.95,mondrian,aps,0.9449883316207843,0.005011668379215717,6.716870192932954,0.014349053450969292,0.055166150814749064,13
scgpt,S1_within_dataset,10,0.95,mondrian,inverse_softmax,0.9457982604534388,0.004201739546561163,3.0980719197071207,4.102564102564103e-06,0.17531181977564206,13
scgpt,S1_within_dataset,100,0.8,marginal,aps,0.8174223099280571,-0.01742230992805703,3.5654356816226054,0.14487019792886463,0.17887542945777687,13
scgpt,S1_within_dataset,100,0.8,marginal,inverse_softmax,0.7940959956471522,0.005904004352847861,0.9702086792485518,0.03765664365247962,0.954478033446489,13
scgpt,S1_within_dataset,100,0.8,mondrian,aps,0.8044101962353154,-0.0044101962353153695,4.124143337854277,0.07539715220215212,0.1712669614604398,13
scgpt,S1_within_dataset,100,0.8,mondrian,inverse_softmax,0.7946998822236677,0.005300117776332441,0.9969659077568547,0.07847910984671581,0.8462134914471129,13
scgpt,S1_within_dataset,100,0.9,marginal,aps,0.912623122337378,-0.012623122337377899,5.419298108649743,0.07050615685090872,0.09102790884973468,13
scgpt,S1_within_dataset,100,0.9,marginal,inverse_softmax,0.8952628714721785,0.004737128527821558,1.2898971275036668,0.00010806053730393403,0.7378737343929352,13
scgpt,S1_within_dataset,100,0.9,mondrian,aps,0.9001877086645091,-0.00018770866450916788,5.300371203508873,0.030376837986870145,0.10972464529312666,13
